Source_EMP_ID,Target_EMP_ID,Interaction_Type,Interaction_Type_Code,Interaction_Frequency,Interaction_Frequency_Weight,Awareness_Score,Energy_Score,Nomination_Rank
EMP_121,EMP_159,Hard,1,Weekly,0.67,3,5,1
EMP_121,EMP_130,Hard,1,Weekly,0.67,5,5,2
EMP_121,EMP_262,Hard,1,Monthly,0.33,3,4,3
EMP_121,EMP_210,Soft,0,Weekly,0.67,3,5,1
EMP_123,EMP_218,Hard,1,Monthly,0.33,2,2,1
EMP_123,EMP_193,Hard,1,Monthly,0.33,3,2,2
EMP_123,EMP_017,Soft,0,Daily,1.00,5,5,1
EMP_123,EMP_101,Soft,0,Weekly,0.67,4,4,2
EMP_123,EMP_108,Soft,0,Weekly,0.67,5,4,3
EMP_124,EMP_159,Hard,1,Weekly,0.67,4,3,1
EMP_124,EMP_134,Hard,1,Daily,1.00,5,5,2
EMP_124,EMP_099,Hard,1,Monthly,0.33,3,3,3
EMP_124,EMP_288,Soft,0,Weekly,0.67,5,4,1
EMP_124,EMP_241,Soft,0,Weekly,0.67,5,5,2
EMP_125,EMP_198,Hard,1,Monthly,0.33,3,4,1
EMP_125,EMP_196,Soft,0,Rarely,0.10,1,3,1
EMP_126,EMP_040,Hard,1,Daily,1.00,4,5,1
EMP_126,EMP_164,Soft,0,Weekly,0.67,4,3,1
EMP_127,EMP_126,Hard,1,Rarely,0.10,3,3,1
EMP_127,EMP_194,Hard,1,Weekly,0.67,5,3,2
EMP_127,EMP_095,Soft,0,Rarely,0.10,2,3,1
EMP_127,EMP_221,Soft,0,Daily,1.00,5,4,2
EMP_129,EMP_159,Hard,1,Weekly,0.67,5,4,1
EMP_129,EMP_299,Hard,1,Weekly,0.67,4,3,2
EMP_129,EMP_092,Hard,1,Weekly,0.67,4,5,3
EMP_129,EMP_079,Soft,0,Monthly,0.33,4,4,1
EMP_129,EMP_211,Soft,0,Weekly,0.67,5,5,2
EMP_130,EMP_247,Hard,1,Daily,1.00,5,5,1
EMP_130,EMP_027,Hard,1,Weekly,0.67,4,3,2
EMP_130,EMP_201,Hard,1,Monthly,0.33,3,2,3
EMP_130,EMP_072,Soft,0,Monthly,0.33,4,2,1
EMP_130,EMP_243,Soft,0,Monthly,0.33,3,4,2
EMP_130,EMP_058,Soft,0,Daily,1.00,5,5,3
EMP_131,EMP_126,Hard,1,Rarely,0.10,1,1,1
EMP_131,EMP_259,Soft,0,Weekly,0.67,4,3,1
EMP_132,EMP_166,Hard,1,Monthly,0.33,4,4,1
EMP_132,EMP_298,Soft,0,Weekly,0.67,5,4,1
EMP_133,EMP_089,Hard,1,Rarely,0.10,1,1,1
EMP_134,EMP_126,Hard,1,Monthly,0.33,3,4,1
EMP_134,EMP_024,Hard,1,Weekly,0.67,3,5,2
EMP_134,EMP_197,Soft,0,Monthly,0.33,3,3,1
EMP_134,EMP_222,Soft,0,Daily,1.00,5,4,2
EMP_134,EMP_056,Soft,0,Weekly,0.67,5,3,3
EMP_136,EMP_247,Hard,1,Monthly,0.33,3,4,1
EMP_136,EMP_144,Soft,0,Rarely,0.10,3,1,1
EMP_136,EMP_247,Soft,0,Monthly,0.33,3,3,2
EMP_136,EMP_017,Soft,0,Monthly,0.33,2,4,3
EMP_137,EMP_184,Hard,1,Weekly,0.67,4,4,1
EMP_137,EMP_163,Hard,1,Rarely,0.10,2,3,2
EMP_137,EMP_241,Hard,1,Weekly,0.67,3,5,3
EMP_137,EMP_267,Soft,0,Rarely,0.10,1,1,1
EMP_137,EMP_162,Soft,0,Rarely,0.10,3,1,2
EMP_138,EMP_134,Hard,1,Weekly,0.67,4,3,1
EMP_138,EMP_160,Hard,1,Weekly,0.67,3,5,2
EMP_138,EMP_181,Soft,0,Weekly,0.67,3,5,1
EMP_138,EMP_256,Soft,0,Weekly,0.67,4,5,2
EMP_140,EMP_012,Soft,0,Weekly,0.67,3,5,1
EMP_141,EMP_159,Hard,1,Daily,1.00,5,4,1
EMP_141,EMP_175,Hard,1,Weekly,0.67,5,4,2
EMP_141,EMP_174,Hard,1,Rarely,0.10,1,1,3
EMP_141,EMP_065,Soft,0,Weekly,0.67,4,3,1
EMP_143,EMP_068,Hard,1,Weekly,0.67,3,5,1
EMP_143,EMP_161,Soft,0,Monthly,0.33,2,2,1
EMP_144,EMP_210,Soft,0,Weekly,0.67,4,5,1
EMP_144,EMP_288,Soft,0,Weekly,0.67,4,5,2
EMP_145,EMP_126,Hard,1,Weekly,0.67,5,4,1
EMP_145,EMP_052,Hard,1,Weekly,0.67,3,5,2
EMP_145,EMP_055,Hard,1,Weekly,0.67,4,3,3
EMP_145,EMP_183,Soft,0,Daily,1.00,5,4,1
EMP_146,EMP_198,Hard,1,Monthly,0.33,2,4,1
EMP_146,EMP_211,Hard,1,Rarely,0.10,2,1,2
EMP_146,EMP_062,Soft,0,Rarely,0.10,2,3,1
EMP_147,EMP_198,Hard,1,Daily,1.00,5,5,1
EMP_147,EMP_242,Hard,1,Weekly,0.67,4,3,2
EMP_147,EMP_156,Soft,0,Monthly,0.33,3,2,1
EMP_147,EMP_263,Soft,0,Weekly,0.67,5,3,2
EMP_148,EMP_068,Hard,1,Rarely,0.10,2,2,1
EMP_148,EMP_093,Hard,1,Weekly,0.67,4,3,2
EMP_148,EMP_207,Soft,0,Daily,1.00,5,4,1
EMP_149,EMP_219,Hard,1,Daily,1.00,5,5,1
EMP_149,EMP_013,Soft,0,Weekly,0.67,4,5,1
EMP_149,EMP_265,Soft,0,Weekly,0.67,3,4,2
EMP_149,EMP_279,Soft,0,Daily,1.00,5,5,3
EMP_150,EMP_129,Hard,1,Rarely,0.10,2,1,1
EMP_150,EMP_097,Hard,1,Monthly,0.33,4,4,2
EMP_150,EMP_087,Hard,1,Weekly,0.67,5,3,3
EMP_150,EMP_173,Soft,0,Weekly,0.67,5,5,1
EMP_151,EMP_185,Hard,1,Monthly,0.33,3,3,1
EMP_151,EMP_168,Soft,0,Monthly,0.33,2,3,1
EMP_152,EMP_159,Hard,1,Weekly,0.67,4,5,1
EMP_152,EMP_077,Hard,1,Weekly,0.67,4,3,2
EMP_152,EMP_202,Soft,0,Monthly,0.33,4,4,1
EMP_153,EMP_197,Hard,1,Rarely,0.10,1,1,1
EMP_154,EMP_198,Hard,1,Monthly,0.33,2,4,1
EMP_154,EMP_043,Hard,1,Weekly,0.67,5,4,2
EMP_154,EMP_034,Hard,1,Weekly,0.67,4,3,3
EMP_154,EMP_202,Soft,0,Monthly,0.33,3,4,1
EMP_154,EMP_161,Soft,0,Monthly,0.33,3,2,2
EMP_154,EMP_103,Soft,0,Weekly,0.67,3,4,3
EMP_155,EMP_159,Hard,1,Weekly,0.67,3,5,1
EMP_155,EMP_250,Hard,1,Weekly,0.67,3,5,2
EMP_155,EMP_236,Hard,1,Weekly,0.67,5,4,3
EMP_155,EMP_164,Soft,0,Monthly,0.33,3,2,1
EMP_155,EMP_042,Soft,0,Weekly,0.67,5,4,2
EMP_156,EMP_106,Hard,1,Daily,1.00,5,5,1
EMP_156,EMP_259,Soft,0,Daily,1.00,4,5,1
EMP_156,EMP_130,Soft,0,Rarely,0.10,3,4,2
EMP_156,EMP_129,Soft,0,Weekly,0.67,5,5,3
EMP_157,EMP_126,Hard,1,Monthly,0.33,4,4,1
EMP_157,EMP_172,Hard,1,Weekly,0.67,5,3,2
EMP_157,EMP_073,Hard,1,Rarely,0.10,2,3,3
EMP_157,EMP_209,Soft,0,Monthly,0.33,3,2,1
EMP_157,EMP_255,Soft,0,Weekly,0.67,4,4,2
EMP_158,EMP_166,Hard,1,Rarely,0.10,3,2,1
EMP_158,EMP_153,Hard,1,Weekly,0.67,4,3,2
EMP_158,EMP_125,Hard,1,Weekly,0.67,5,3,3
EMP_158,EMP_053,Soft,0,Daily,1.00,4,5,1
EMP_158,EMP_040,Soft,0,Weekly,0.67,4,3,2
EMP_159,EMP_219,Hard,1,Daily,1.00,5,4,1
EMP_159,EMP_268,Hard,1,Daily,1.00,5,5,2
EMP_159,EMP_141,Soft,0,Weekly,0.67,5,4,1
EMP_160,EMP_102,Hard,1,Daily,1.00,5,5,1
EMP_160,EMP_277,Hard,1,Daily,1.00,4,5,2
EMP_160,EMP_268,Hard,1,Monthly,0.33,3,3,3
EMP_160,EMP_253,Soft,0,Daily,1.00,4,5,1
EMP_160,EMP_069,Soft,0,Weekly,0.67,5,3,2
EMP_160,EMP_239,Soft,0,Daily,1.00,5,4,3
EMP_161,EMP_159,Hard,1,Rarely,0.10,1,3,1
EMP_161,EMP_207,Soft,0,Weekly,0.67,4,5,1
EMP_161,EMP_046,Soft,0,Rarely,0.10,3,3,2
EMP_161,EMP_037,Soft,0,Weekly,0.67,4,5,3
EMP_162,EMP_219,Hard,1,Daily,1.00,5,5,1
EMP_162,EMP_281,Hard,1,Daily,1.00,5,5,2
EMP_162,EMP_196,Hard,1,Daily,1.00,4,5,3
EMP_162,EMP_033,Soft,0,Monthly,0.33,4,4,1
EMP_163,EMP_166,Hard,1,Monthly,0.33,2,2,1
EMP_163,EMP_243,Hard,1,Rarely,0.10,2,3,2
EMP_163,EMP_230,Soft,0,Weekly,0.67,3,3,1
EMP_163,EMP_227,Soft,0,Weekly,0.67,5,3,2
EMP_163,EMP_104,Soft,0,Monthly,0.33,4,3,3
EMP_164,EMP_166,Hard,1,Weekly,0.67,4,5,1
EMP_164,EMP_050,Soft,0,Weekly,0.67,3,5,1
EMP_164,EMP_213,Soft,0,Weekly,0.67,3,5,2
EMP_164,EMP_249,Soft,0,Daily,1.00,5,5,3
EMP_165,EMP_218,Hard,1,Monthly,0.33,2,4,1
EMP_165,EMP_210,Soft,0,Monthly,0.33,3,3,1
EMP_165,EMP_153,Soft,0,Weekly,0.67,5,4,2
EMP_165,EMP_023,Soft,0,Weekly,0.67,3,3,3
EMP_166,EMP_198,Hard,1,Monthly,0.33,2,4,1
EMP_166,EMP_088,Soft,0,Weekly,0.67,4,3,1
EMP_166,EMP_132,Soft,0,Daily,1.00,4,5,2
EMP_167,EMP_218,Hard,1,Weekly,0.67,5,5,1
EMP_167,EMP_298,Soft,0,Weekly,0.67,5,3,1
EMP_167,EMP_062,Soft,0,Monthly,0.33,3,3,2
EMP_168,EMP_166,Hard,1,Weekly,0.67,5,4,1
EMP_168,EMP_176,Soft,0,Weekly,0.67,4,3,1
EMP_168,EMP_071,Soft,0,Rarely,0.10,2,2,2
EMP_168,EMP_151,Soft,0,Monthly,0.33,2,4,3
EMP_169,EMP_261,Hard,1,Monthly,0.33,3,3,1
EMP_169,EMP_270,Hard,1,Monthly,0.33,3,4,2
EMP_169,EMP_122,Hard,1,Monthly,0.33,2,2,3
EMP_169,EMP_161,Soft,0,Monthly,0.33,2,2,1
EMP_170,EMP_126,Hard,1,Weekly,0.67,4,4,1
EMP_170,EMP_096,Hard,1,Monthly,0.33,4,4,2
EMP_170,EMP_111,Hard,1,Weekly,0.67,4,3,3
EMP_170,EMP_028,Soft,0,Weekly,0.67,3,5,1
EMP_170,EMP_197,Soft,0,Monthly,0.33,3,2,2
EMP_170,EMP_235,Soft,0,Weekly,0.67,4,5,3
EMP_171,EMP_218,Hard,1,Weekly,0.67,4,3,1
EMP_171,EMP_107,Hard,1,Daily,1.00,5,5,2
EMP_171,EMP_152,Hard,1,Weekly,0.67,3,3,3
EMP_171,EMP_062,Soft,0,Weekly,0.67,4,3,1
EMP_172,EMP_281,Hard,1,Daily,1.00,5,4,1
EMP_172,EMP_216,Hard,1,Daily,1.00,5,4,2
EMP_172,EMP_232,Soft,0,Daily,1.00,5,5,1
EMP_172,EMP_259,Soft,0,Weekly,0.67,4,4,2
EMP_173,EMP_198,Hard,1,Weekly,0.67,4,4,1
EMP_173,EMP_080,Soft,0,Weekly,0.67,3,5,1
EMP_173,EMP_160,Soft,0,Daily,1.00,5,5,2
EMP_173,EMP_210,Soft,0,Weekly,0.67,4,5,3
EMP_174,EMP_276,Hard,1,Daily,1.00,4,5,1
EMP_174,EMP_007,Hard,1,Monthly,0.33,2,4,2
EMP_174,EMP_021,Soft,0,Monthly,0.33,2,3,1
EMP_174,EMP_087,Soft,0,Monthly,0.33,2,2,2
EMP_174,EMP_229,Soft,0,Monthly,0.33,4,2,3
EMP_176,EMP_068,Hard,1,Daily,1.00,5,4,1
EMP_176,EMP_272,Soft,0,Weekly,0.67,5,4,1
EMP_176,EMP_031,Soft,0,Monthly,0.33,3,4,2
EMP_177,EMP_126,Hard,1,Weekly,0.67,3,3,1
EMP_177,EMP_230,Hard,1,Weekly,0.67,4,5,2
EMP_177,EMP_114,Soft,0,Daily,1.00,5,5,1
EMP_178,EMP_166,Hard,1,Monthly,0.33,4,3,1
EMP_178,EMP_038,Hard,1,Weekly,0.67,5,4,2
EMP_178,EMP_296,Hard,1,Weekly,0.67,4,4,3
EMP_178,EMP_210,Soft,0,Monthly,0.33,2,3,1
EMP_178,EMP_203,Soft,0,Rarely,0.10,2,2,2
EMP_179,EMP_215,Hard,1,Weekly,0.67,3,4,1
EMP_179,EMP_004,Hard,1,Daily,1.00,5,4,2
EMP_179,EMP_223,Hard,1,Weekly,0.67,3,5,3
EMP_179,EMP_221,Soft,0,Monthly,0.33,3,2,1
EMP_179,EMP_287,Soft,0,Weekly,0.67,3,5,2
EMP_180,EMP_219,Hard,1,Daily,1.00,5,5,1
EMP_180,EMP_144,Soft,0,Monthly,0.33,2,3,1
EMP_181,EMP_166,Hard,1,Rarely,0.10,2,1,1
EMP_181,EMP_123,Hard,1,Daily,1.00,5,5,2
EMP_181,EMP_012,Soft,0,Rarely,0.10,2,3,1
EMP_181,EMP_022,Soft,0,Weekly,0.67,4,4,2
EMP_181,EMP_103,Soft,0,Daily,1.00,5,4,3
EMP_182,EMP_198,Hard,1,Weekly,0.67,5,4,1
EMP_182,EMP_017,Hard,1,Daily,1.00,4,5,2
EMP_182,EMP_203,Hard,1,Daily,1.00,4,4,3
EMP_182,EMP_062,Soft,0,Rarely,0.10,2,2,1
EMP_182,EMP_265,Soft,0,Weekly,0.67,4,3,2
EMP_182,EMP_162,Soft,0,Monthly,0.33,3,2,3
EMP_183,EMP_159,Hard,1,Weekly,0.67,4,5,1
EMP_183,EMP_212,Hard,1,Daily,1.00,4,5,2
EMP_183,EMP_053,Soft,0,Weekly,0.67,4,5,1
EMP_183,EMP_267,Soft,0,Weekly,0.67,4,4,2
EMP_184,EMP_159,Hard,1,Weekly,0.67,4,4,1
EMP_184,EMP_011,Hard,1,Rarely,0.10,2,3,2
EMP_184,EMP_292,Soft,0,Weekly,0.67,4,4,1
EMP_184,EMP_038,Soft,0,Daily,1.00,5,5,2
EMP_185,EMP_159,Hard,1,Monthly,0.33,4,4,1
EMP_185,EMP_038,Hard,1,Weekly,0.67,4,5,2
EMP_185,EMP_268,Hard,1,Weekly,0.67,3,3,3
EMP_185,EMP_105,Soft,0,Weekly,0.67,4,5,1
EMP_185,EMP_203,Soft,0,Weekly,0.67,3,5,2
EMP_185,EMP_248,Soft,0,Monthly,0.33,4,4,3
EMP_186,EMP_198,Hard,1,Daily,1.00,5,5,1
EMP_186,EMP_203,Hard,1,Weekly,0.67,3,3,2
EMP_186,EMP_065,Soft,0,Daily,1.00,5,5,1
EMP_186,EMP_214,Soft,0,Weekly,0.67,5,4,2
EMP_186,EMP_051,Soft,0,Monthly,0.33,3,3,3
EMP_187,EMP_122,Hard,1,Monthly,0.33,2,4,1
EMP_187,EMP_114,Hard,1,Weekly,0.67,3,4,2
EMP_187,EMP_247,Soft,0,Monthly,0.33,3,2,1
EMP_187,EMP_169,Soft,0,Weekly,0.67,4,5,2
EMP_187,EMP_021,Soft,0,Monthly,0.33,2,2,3
EMP_188,EMP_134,Hard,1,Monthly,0.33,3,2,1
EMP_188,EMP_163,Hard,1,Rarely,0.10,1,1,2
EMP_188,EMP_226,Hard,1,Daily,1.00,5,4,3
EMP_188,EMP_144,Soft,0,Daily,1.00,4,4,1
EMP_189,EMP_166,Hard,1,Weekly,0.67,3,3,1
EMP_189,EMP_219,Soft,0,Monthly,0.33,2,4,1
EMP_190,EMP_198,Hard,1,Daily,1.00,5,5,1
EMP_190,EMP_161,Soft,0,Weekly,0.67,5,3,1
EMP_191,EMP_126,Hard,1,Weekly,0.67,3,4,1
EMP_191,EMP_234,Hard,1,Monthly,0.33,4,3,2
EMP_191,EMP_197,Soft,0,Weekly,0.67,3,5,1
EMP_191,EMP_175,Soft,0,Monthly,0.33,2,3,2
EMP_192,EMP_198,Hard,1,Weekly,0.67,4,3,1
EMP_192,EMP_154,Hard,1,Weekly,0.67,5,4,2
EMP_192,EMP_141,Hard,1,Weekly,0.67,5,5,3
EMP_192,EMP_105,Soft,0,Monthly,0.33,4,2,1
EMP_192,EMP_281,Soft,0,Weekly,0.67,3,3,2
EMP_193,EMP_159,Hard,1,Daily,1.00,5,5,1
EMP_193,EMP_232,Soft,0,Weekly,0.67,5,3,1
EMP_193,EMP_118,Soft,0,Weekly,0.67,3,5,2
EMP_193,EMP_147,Soft,0,Weekly,0.67,4,5,3
EMP_194,EMP_231,Soft,0,Monthly,0.33,1,3,1
EMP_195,EMP_068,Hard,1,Monthly,0.33,2,2,1
EMP_195,EMP_156,Soft,0,Weekly,0.67,4,5,1
EMP_195,EMP_159,Soft,0,Monthly,0.33,3,2,2
EMP_195,EMP_033,Soft,0,Weekly,0.67,4,4,3
EMP_196,EMP_126,Hard,1,Rarely,0.10,2,2,1
EMP_196,EMP_259,Soft,0,Daily,1.00,4,5,1
EMP_196,EMP_160,Soft,0,Weekly,0.67,3,5,2
EMP_196,EMP_090,Soft,0,Daily,1.00,5,5,3
EMP_197,EMP_068,Hard,1,Daily,1.00,5,4,1
EMP_197,EMP_156,Soft,0,Weekly,0.67,3,5,1
EMP_197,EMP_020,Soft,0,Daily,1.00,5,5,2
EMP_198,EMP_166,Hard,1,Weekly,0.67,3,4,1
EMP_198,EMP_261,Hard,1,Daily,1.00,4,5,2
EMP_198,EMP_232,Soft,0,Monthly,0.33,3,4,1
EMP_199,EMP_120,Hard,1,Monthly,0.33,3,2,1
EMP_199,EMP_267,Soft,0,Monthly,0.33,4,3,1
EMP_199,EMP_078,Soft,0,Monthly,0.33,4,4,2
EMP_200,EMP_290,Hard,1,Monthly,0.33,3,2,1
EMP_202,EMP_198,Hard,1,Weekly,0.67,3,3,1
EMP_202,EMP_108,Soft,0,Daily,1.00,5,5,1
EMP_202,EMP_183,Soft,0,Weekly,0.67,3,4,2
EMP_203,EMP_198,Hard,1,Monthly,0.33,2,3,1
EMP_203,EMP_202,Soft,0,Weekly,0.67,5,5,1
EMP_203,EMP_084,Soft,0,Rarely,0.10,2,3,2
EMP_205,EMP_126,Hard,1,Daily,1.00,5,4,1
EMP_205,EMP_164,Soft,0,Weekly,0.67,4,4,1
EMP_206,EMP_218,Hard,1,Weekly,0.67,5,4,1
EMP_206,EMP_270,Hard,1,Weekly,0.67,4,5,2
EMP_206,EMP_298,Soft,0,Monthly,0.33,2,4,1
EMP_206,EMP_088,Soft,0,Daily,1.00,5,4,2
EMP_207,EMP_083,Hard,1,Rarely,0.10,2,2,1
EMP_207,EMP_196,Soft,0,Daily,1.00,5,5,1
EMP_207,EMP_018,Soft,0,Daily,1.00,5,5,2
EMP_207,EMP_088,Soft,0,Daily,1.00,4,5,3
EMP_208,EMP_166,Hard,1,Weekly,0.67,5,5,1
EMP_208,EMP_144,Soft,0,Monthly,0.33,3,2,1
EMP_208,EMP_176,Soft,0,Weekly,0.67,3,5,2
EMP_209,EMP_219,Hard,1,Weekly,0.67,4,3,1
EMP_209,EMP_057,Hard,1,Weekly,0.67,5,4,2
EMP_209,EMP_161,Soft,0,Rarely,0.10,2,2,1
EMP_209,EMP_146,Soft,0,Weekly,0.67,4,3,2
EMP_210,EMP_176,Soft,0,Monthly,0.33,2,5,1
EMP_210,EMP_251,Soft,0,Weekly,0.67,4,5,2
EMP_210,EMP_211,Soft,0,Weekly,0.67,3,5,3
EMP_211,EMP_247,Hard,1,Weekly,0.67,4,3,1
EMP_211,EMP_165,Hard,1,Monthly,0.33,3,4,2
EMP_211,EMP_146,Hard,1,Weekly,0.67,4,5,3
EMP_211,EMP_285,Soft,0,Rarely,0.10,2,2,1
EMP_211,EMP_134,Soft,0,Weekly,0.67,4,4,2
EMP_211,EMP_278,Soft,0,Monthly,0.33,4,3,3
EMP_212,EMP_126,Hard,1,Weekly,0.67,5,3,1
EMP_212,EMP_259,Soft,0,Weekly,0.67,3,4,1
EMP_212,EMP_108,Soft,0,Daily,1.00,5,4,2
EMP_212,EMP_128,Soft,0,Daily,1.00,5,4,3
EMP_213,EMP_297,Hard,1,Rarely,0.10,1,3,1
EMP_214,EMP_198,Hard,1,Monthly,0.33,3,3,1
EMP_214,EMP_162,Hard,1,Weekly,0.67,5,5,2
EMP_214,EMP_210,Soft,0,Weekly,0.67,4,3,1
EMP_214,EMP_080,Soft,0,Monthly,0.33,3,2,2
EMP_214,EMP_203,Soft,0,Daily,1.00,4,5,3
EMP_215,EMP_166,Hard,1,Daily,1.00,5,5,1
EMP_215,EMP_298,Soft,0,Weekly,0.67,3,5,1
EMP_215,EMP_008,Soft,0,Rarely,0.10,2,2,2
EMP_215,EMP_264,Soft,0,Monthly,0.33,3,3,3
EMP_216,EMP_071,Hard,1,Rarely,0.10,2,1,1
EMP_217,EMP_126,Hard,1,Monthly,0.33,3,4,1
EMP_217,EMP_257,Soft,0,Weekly,0.67,3,3,1
EMP_218,EMP_299,Hard,1,Daily,1.00,5,4,1
EMP_218,EMP_210,Soft,0,Daily,1.00,4,5,1
EMP_219,EMP_157,Hard,1,Weekly,0.67,4,3,1
EMP_219,EMP_210,Soft,0,Daily,1.00,4,5,1
EMP_220,EMP_068,Hard,1,Monthly,0.33,3,3,1
EMP_220,EMP_216,Hard,1,Daily,1.00,5,5,2
EMP_220,EMP_114,Soft,0,Monthly,0.33,3,3,1
EMP_220,EMP_212,Soft,0,Daily,1.00,5,4,2
EMP_221,EMP_219,Hard,1,Daily,1.00,5,4,1
EMP_221,EMP_094,Soft,0,Rarely,0.10,1,2,1
EMP_222,EMP_264,Hard,1,Weekly,0.67,4,5,1
EMP_222,EMP_037,Hard,1,Daily,1.00,5,5,2
EMP_222,EMP_006,Hard,1,Monthly,0.33,2,2,3
EMP_222,EMP_202,Soft,0,Monthly,0.33,2,4,1
EMP_222,EMP_261,Soft,0,Monthly,0.33,4,3,2
EMP_223,EMP_198,Hard,1,Weekly,0.67,5,3,1
EMP_223,EMP_071,Hard,1,Daily,1.00,4,5,2
EMP_223,EMP_134,Hard,1,Monthly,0.33,3,4,3
EMP_223,EMP_272,Soft,0,Weekly,0.67,4,4,1
EMP_223,EMP_125,Soft,0,Monthly,0.33,2,2,2
EMP_223,EMP_233,Soft,0,Rarely,0.10,1,2,3
EMP_225,EMP_198,Hard,1,Monthly,0.33,2,4,1
EMP_225,EMP_132,Hard,1,Daily,1.00,5,4,2
EMP_225,EMP_138,Hard,1,Monthly,0.33,4,4,3
EMP_225,EMP_176,Soft,0,Weekly,0.67,4,4,1
EMP_226,EMP_247,Hard,1,Daily,1.00,4,5,1
EMP_226,EMP_188,Hard,1,Weekly,0.67,4,3,2
EMP_226,EMP_081,Hard,1,Weekly,0.67,4,5,3
EMP_226,EMP_232,Soft,0,Monthly,0.33,2,4,1
EMP_226,EMP_288,Soft,0,Weekly,0.67,4,4,2
EMP_228,EMP_218,Hard,1,Monthly,0.33,3,2,1
EMP_228,EMP_287,Soft,0,Daily,1.00,4,5,1
EMP_229,EMP_126,Hard,1,Weekly,0.67,4,4,1
EMP_229,EMP_101,Hard,1,Weekly,0.67,5,3,2
EMP_229,EMP_298,Soft,0,Weekly,0.67,3,3,1
EMP_229,EMP_144,Soft,0,Rarely,0.10,3,2,2
EMP_230,EMP_159,Hard,1,Weekly,0.67,4,3,1
EMP_230,EMP_267,Soft,0,Weekly,0.67,5,5,1
EMP_230,EMP_212,Soft,0,Weekly,0.67,4,5,2
EMP_230,EMP_193,Soft,0,Weekly,0.67,5,5,3
EMP_231,EMP_166,Hard,1,Weekly,0.67,3,5,1
EMP_231,EMP_126,Hard,1,Monthly,0.33,3,2,2
EMP_231,EMP_092,Hard,1,Rarely,0.10,2,1,3
EMP_231,EMP_065,Soft,0,Daily,1.00,5,5,1
EMP_231,EMP_038,Soft,0,Weekly,0.67,4,4,2
EMP_231,EMP_019,Soft,0,Weekly,0.67,3,5,3
EMP_232,EMP_247,Hard,1,Weekly,0.67,5,4,1
EMP_232,EMP_202,Soft,0,Weekly,0.67,4,5,1
EMP_232,EMP_291,Soft,0,Weekly,0.67,5,5,2
EMP_232,EMP_245,Soft,0,Rarely,0.10,3,3,3
EMP_233,EMP_139,Hard,1,Daily,1.00,5,4,1
EMP_233,EMP_136,Hard,1,Rarely,0.10,2,2,2
EMP_233,EMP_211,Soft,0,Weekly,0.67,5,4,1
EMP_234,EMP_166,Hard,1,Daily,1.00,5,5,1
EMP_234,EMP_140,Hard,1,Monthly,0.33,2,4,2
EMP_234,EMP_193,Hard,1,Monthly,0.33,2,2,3
EMP_234,EMP_176,Soft,0,Rarely,0.10,2,3,1
EMP_234,EMP_090,Soft,0,Daily,1.00,5,5,2
EMP_234,EMP_175,Soft,0,Rarely,0.10,1,1,3
EMP_235,EMP_247,Hard,1,Monthly,0.33,3,4,1
EMP_235,EMP_260,Hard,1,Weekly,0.67,4,3,2
EMP_235,EMP_065,Soft,0,Daily,1.00,5,5,1
EMP_235,EMP_210,Soft,0,Monthly,0.33,2,2,2
EMP_235,EMP_197,Soft,0,Monthly,0.33,4,3,3
EMP_236,EMP_225,Hard,1,Weekly,0.67,4,3,1
EMP_236,EMP_186,Soft,0,Monthly,0.33,2,4,1
EMP_236,EMP_028,Soft,0,Daily,1.00,4,4,2
EMP_237,EMP_198,Hard,1,Weekly,0.67,4,4,1
EMP_237,EMP_176,Soft,0,Weekly,0.67,4,4,1
EMP_237,EMP_112,Soft,0,Monthly,0.33,4,3,2
EMP_237,EMP_072,Soft,0,Rarely,0.10,1,2,3
EMP_239,EMP_166,Hard,1,Weekly,0.67,4,5,1
EMP_239,EMP_240,Hard,1,Monthly,0.33,3,3,2
EMP_239,EMP_024,Hard,1,Rarely,0.10,3,2,3
EMP_239,EMP_065,Soft,0,Rarely,0.10,3,2,1
EMP_239,EMP_191,Soft,0,Weekly,0.67,5,5,2
EMP_240,EMP_166,Hard,1,Weekly,0.67,4,4,1
EMP_240,EMP_164,Soft,0,Daily,1.00,5,4,1
EMP_240,EMP_205,Soft,0,Weekly,0.67,4,3,2
EMP_241,EMP_126,Hard,1,Daily,1.00,5,5,1
EMP_241,EMP_193,Soft,0,Weekly,0.67,4,3,1
EMP_241,EMP_183,Soft,0,Weekly,0.67,3,3,2
EMP_241,EMP_278,Soft,0,Daily,1.00,4,5,3
EMP_242,EMP_143,Hard,1,Daily,1.00,5,5,1
EMP_242,EMP_053,Hard,1,Monthly,0.33,4,3,2
EMP_242,EMP_175,Soft,0,Weekly,0.67,4,4,1
EMP_242,EMP_276,Soft,0,Weekly,0.67,4,5,2
EMP_242,EMP_020,Soft,0,Monthly,0.33,2,3,3
EMP_243,EMP_218,Hard,1,Weekly,0.67,4,5,1
EMP_243,EMP_292,Soft,0,Monthly,0.33,3,4,1
EMP_243,EMP_219,Soft,0,Monthly,0.33,3,2,2
EMP_243,EMP_269,Soft,0,Daily,1.00,5,5,3
EMP_244,EMP_271,Hard,1,Rarely,0.10,1,1,1
EMP_244,EMP_278,Hard,1,Daily,1.00,5,4,2
EMP_244,EMP_178,Soft,0,Weekly,0.67,4,3,1
EMP_245,EMP_218,Hard,1,Daily,1.00,5,5,1
EMP_245,EMP_196,Hard,1,Monthly,0.33,3,3,2
