EMP_ID,Seniority,Team,Years_Exp,Region,Profile_Type,A1_PostgreSQL,A2_Linux,A3_Python,A4_Cloud,A5_InfoMgmt,A6_Networking,A7_DataAnalytics,A8_API,A9_TechConsult,B1_English,B2_German,B3_French,B4_OtherLang,C1_ClientMeetings,C2_ScopingSessions,C3_IndustryAdvice,D1_KnowledgeSessions,D2_MentoringCount,D3_CrossTeamContrib,E1_TeamLeadCount,E2_EscalationsToMe,E3_UnblockCount,F1_IncidentsCalled,F2_ProblemConsults,F3_InnovationsAdopted,G1_MultiCountryProj,G2_CulturalBridging,H1_StakeholderExplain,H2_DocsAuthored,H3_PresentationsGiven,Peer_Nom_Tech,Peer_Nom_Client,Peer_Nom_Leader,Peer_Nom_Total,Hard_Tech_Score,Tech_Consult_Score,Lang_Score,Hard_Score,Biz_Score,Collab_Score,Lead_Score,ProbSolve_Score,Cultural_Score,Comm_Score,Soft_Score,Competence_Score
EMP_095,Senior,Data Engineering,15,Africa,alice,3,5,4,3,3,5,3,3,4,5,1,3,3,1,2,2,3,2,2,3,3,2,3,3,3,2,4,4,3,2,2,0,4,6,3.62,4,3,3.46,1.67,2.33,2.67,3,3,3,2.59,3.02
EMP_096,Mid-level,Solution Architecture,4,Western Europe,balanced,3,2,3,1,1,1,0,2,2,3,2,2,2,1,3,3,2,2,1,2,2,1,2,3,1,0,3,2,0,4,5,1,3,9,1.62,2,2.25,1.85,2.33,1.67,1.67,2,1.5,2,1.88,1.86
EMP_097,Junior,Solution Architecture,1,Central Europe,balanced,0,0,2,0,0,1,1,1,0,2,0,0,1,0,1,1,2,1,1,0,1,2,1,1,1,2,1,2,1,1,1,1,0,2,0.62,0,0.75,0.62,0.67,1.33,1,1,1.5,1.33,1.12,0.87
EMP_098,Senior,Solution Architecture,15,Central Europe,balanced,4,4,2,2,3,3,1,2,2,5,3,2,1,3,4,3,4,3,4,5,4,3,4,4,3,4,4,4,3,3,3,2,4,9,2.62,2,2.75,2.62,3.33,3.67,4,3.67,4,3.33,3.65,3.14
EMP_099,Mid-level,Solution Architecture,5,Middle East,balanced,1,3,2,3,2,5,2,3,2,5,2,1,4,4,4,0,3,2,3,3,3,3,3,3,3,3,3,4,2,1,6,2,2,10,2.62,2,3,2.69,2.67,2.67,3,3,3,2.33,2.76,2.72
EMP_100,Junior,Analytics & BI,1,Africa,balanced,1,0,3,1,0,0,1,0,1,2,0,0,0,1,1,2,1,0,3,2,1,0,1,1,1,2,2,0,1,1,0,0,1,1,0.75,1,0.5,0.69,1.33,1.33,1,1,2,0.67,1.18,0.94
EMP_101,Senior,Client Services,19,Western Europe,alice,3,2,3,2,4,4,3,3,4,3,3,3,3,3,2,4,3,2,4,2,3,2,4,4,2,3,2,2,2,4,3,2,2,7,3,4,3,3.08,3,3,2.33,3.33,2.5,2.67,2.82,2.95
EMP_102,Junior,Analytics & BI,3,Middle East,balanced,3,0,0,3,1,1,2,1,1,4,0,0,1,1,0,0,2,0,3,1,1,2,2,1,0,5,2,2,0,1,1,0,1,2,1.38,1,1.25,1.31,0.33,1.67,1.33,1,3.5,1,1.35,1.33
EMP_103,Junior,Analytics & BI,3,Central Europe,balanced,0,0,1,2,1,1,1,0,2,3,2,0,0,1,0,1,1,0,4,2,0,1,2,0,1,2,0,2,2,2,1,1,1,3,0.75,2,1.25,1,0.67,1.67,1,1,1,2,1.24,1.12
EMP_104,Senior,Analytics & BI,19,Western Europe,balanced,3,3,3,3,2,4,4,3,3,5,3,3,2,3,3,5,3,3,2,1,4,4,5,4,3,3,3,5,4,4,4,3,3,10,3.12,3,3.25,3.15,3.67,2.67,3,4,3,4.33,3.47,3.31
EMP_105,Mid-level,Analytics & BI,8,Middle East,balanced,2,3,2,3,3,2,1,3,4,4,0,0,3,2,3,4,2,1,3,3,2,2,3,1,2,2,3,3,3,1,5,0,1,6,2.38,4,1.75,2.31,3,2,2.33,2,2.5,2.33,2.35,2.33
EMP_106,Mid-level,Client Services,7,Western Europe,balanced,4,1,0,2,1,2,1,2,2,3,2,2,2,1,4,2,3,2,4,2,1,3,2,3,3,2,3,2,2,2,1,2,2,5,1.62,2,2.25,1.85,2.33,3,2,2.67,2.5,2,2.41,2.13
EMP_107,Mid-level,Platform Engineering,6,Eastern Europe,balanced,1,1,3,4,1,3,1,2,2,3,0,1,0,1,3,2,4,3,4,2,3,0,2,3,2,2,2,0,3,3,4,2,0,6,2,2,1,1.69,2,3.67,1.67,2.33,2,2,2.29,1.99
EMP_108,Mid-level,Solution Architecture,5,Africa,balanced,2,2,1,3,1,0,3,3,3,5,1,0,2,2,1,2,2,2,2,1,3,3,3,3,2,3,1,2,2,2,4,3,1,8,1.88,3,2,2,1.67,2,2.33,2.67,2,2,2.12,2.06
EMP_109,Senior,Platform Engineering,11,Africa,balanced,3,3,1,3,3,5,4,4,5,5,2,2,4,5,3,5,3,2,4,5,4,4,5,5,3,4,5,4,4,3,4,1,1,6,3.25,5,3.25,3.38,4.33,3,4.33,4.33,4.5,3.67,4,3.69
EMP_110,Mid-level,Solution Architecture,8,Western Europe,alice,1,4,2,2,2,2,3,3,4,3,2,2,1,1,1,1,2,1,2,1,2,1,2,1,1,2,0,1,2,0,1,1,1,3,2.38,4,2,2.38,1,1.67,1.33,1.33,1,1,1.24,1.81
EMP_111,Senior,Platform Engineering,16,Africa,balanced,4,3,2,3,3,4,3,3,4,5,4,2,5,4,3,5,4,2,4,3,5,3,3,5,3,4,3,4,4,3,3,4,2,9,3.12,4,4,3.46,4,3.33,3.67,3.67,3.5,3.67,3.65,3.56
EMP_112,Mid-level,Platform Engineering,6,Eastern Europe,balanced,3,1,1,1,1,2,1,4,3,3,1,1,1,3,3,4,1,1,4,1,4,2,3,2,2,4,2,2,3,2,0,1,2,3,1.75,3,1.5,1.77,3.33,2,2.33,2.33,3,2.33,2.53,2.15
EMP_113,Junior,Solution Architecture,1,Eastern Europe,balanced,1,0,3,1,1,2,1,1,1,4,0,0,0,1,0,1,0,1,2,2,0,2,1,1,1,1,0,1,1,1,0,0,3,3,1.25,1,1,1.15,0.67,1,1.33,1,0.5,1,0.94,1.04
EMP_114,Junior,Analytics & BI,3,Eastern Europe,balanced,0,1,0,1,1,2,0,0,2,3,2,1,0,1,2,2,1,1,1,1,1,1,2,1,1,1,1,1,2,2,1,0,0,1,0.62,2,1.5,1,1.67,1,1,1.33,1,1.67,1.29,1.14
EMP_115,Senior,Data Engineering,8,Central Europe,alice,3,2,4,3,5,4,2,5,4,5,5,2,1,2,2,2,2,3,4,3,5,3,4,4,3,3,2,1,2,3,2,0,5,7,3.5,4,3.25,3.46,2,3,3.67,3.67,2.5,2,2.82,3.14
EMP_116,Mid-level,Solution Architecture,6,Middle East,balanced,2,3,1,1,2,2,3,4,3,4,2,2,3,3,2,3,1,3,1,3,2,2,2,1,2,2,3,3,3,2,1,3,3,7,2.25,3,2.75,2.46,2.67,1.67,2.33,1.67,2.5,2.67,2.24,2.35
EMP_117,Mid-level,Data Engineering,4,Western Europe,alice,2,3,2,3,2,1,2,2,2,4,0,4,2,0,3,3,1,0,3,1,1,2,2,2,0,1,1,0,0,1,1,0,0,1,2.12,2,2.5,2.23,2,1.33,1.33,1.33,1,0.33,1.24,1.74
EMP_118,Mid-level,Solution Architecture,6,Eastern Europe,balanced,1,2,2,2,3,2,3,2,1,2,2,1,1,2,2,3,2,2,3,3,2,3,4,2,2,2,3,1,4,1,0,0,4,4,2.12,1,1.5,1.85,2.33,2.33,2.67,2.67,2.5,2,2.41,2.13
EMP_119,Mid-level,Analytics & BI,4,Eastern Europe,balanced,2,2,3,2,2,5,2,1,2,3,1,1,1,0,3,2,3,3,2,3,2,1,3,2,2,4,2,2,3,3,1,3,1,5,2.38,2,1.5,2.08,1.67,2.67,2,2.33,3,2.67,2.35,2.22
EMP_120,Junior,Platform Engineering,2,Eastern Europe,balanced,0,2,1,0,3,0,0,2,1,3,1,0,0,1,1,1,1,1,1,1,1,0,1,1,2,2,0,1,1,1,2,0,0,2,1,1,1,1,1,1,0.67,1.33,1,1,1,1
EMP_121,Mid-level,Data Engineering,4,Central Europe,balanced,3,3,2,4,2,2,2,2,3,4,4,2,0,3,2,2,2,4,2,3,2,1,3,3,2,1,2,3,2,2,3,5,1,9,2.5,3,2.5,2.54,2.33,2.67,2,2.67,1.5,2.33,2.29,2.42
EMP_122,Mid-level,Analytics & BI,7,Central Europe,balanced,1,1,1,2,1,1,1,2,3,3,2,1,0,3,4,2,2,3,2,3,2,3,3,3,2,2,2,3,3,1,2,1,0,3,1.25,3,1.5,1.46,3,2.33,2.67,2.67,2,2.33,2.53,2
EMP_123,Junior,Platform Engineering,2,Eastern Europe,balanced,1,3,1,0,0,0,2,0,2,2,0,0,0,2,1,2,1,1,0,2,2,1,1,2,2,1,1,0,0,1,3,0,0,3,0.88,2,0.5,0.85,1.67,0.67,1.67,1.67,1,0.33,1.18,1.01
EMP_124,Mid-level,Solution Architecture,7,Eastern Europe,alice,2,2,1,2,1,3,2,2,2,3,0,1,2,1,1,1,1,0,0,0,3,1,1,3,1,2,1,1,2,1,5,2,1,8,1.88,2,1.5,1.77,1,0.33,1.33,1.67,1.5,1.33,1.18,1.48
EMP_125,Senior,Solution Architecture,14,Eastern Europe,balanced,5,4,4,1,3,3,2,2,5,5,3,2,2,3,3,4,2,4,3,4,3,4,3,5,3,3,4,4,2,4,5,1,5,11,3,5,3,3.15,3.33,3,3.67,3.67,3.5,3.33,3.41,3.28
EMP_126,Mid-level,Client Services,6,Western Europe,balanced,2,2,2,0,4,2,0,4,3,3,2,2,1,2,5,3,3,2,3,2,1,2,4,3,2,1,1,1,1,3,3,1,0,4,2,3,2,2.08,3.33,2.67,1.67,3,1,1.67,2.29,2.18
EMP_127,Mid-level,Solution Architecture,6,Middle East,alice,4,1,3,2,2,2,1,1,3,4,1,1,3,1,1,1,0,0,1,1,1,0,3,2,1,2,0,0,2,1,2,0,1,3,2,3,2.25,2.15,1,0.33,0.67,2,1,1,1,1.58
EMP_128,Mid-level,Analytics & BI,5,Eastern Europe,balanced,2,2,1,4,3,1,3,4,4,4,2,2,1,2,2,2,1,2,3,1,4,3,2,3,2,3,3,1,3,2,1,2,2,5,2.5,4,2.25,2.54,2,2,2.67,2.33,3,2,2.29,2.42
EMP_129,Junior,Client Services,1,Central Europe,alice,0,0,0,1,3,0,1,0,1,3,1,0,0,0,0,0,1,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0.62,1,1,0.77,0,1,0,0.33,0.5,0.33,0.35,0.56
EMP_130,Mid-level,Platform Engineering,4,Western Europe,balanced,1,2,2,4,2,1,3,1,1,3,2,1,2,3,2,2,4,3,3,2,2,2,1,4,2,3,2,2,2,1,2,0,3,5,2,1,2,1.92,2.33,3.33,2,2.33,2.5,1.67,2.35,2.13
EMP_131,Mid-level,Platform Engineering,6,Western Europe,alice,2,2,4,4,3,1,3,2,3,3,1,2,2,2,0,1,2,1,2,1,2,1,1,1,2,1,1,1,1,2,1,0,2,3,2.62,3,2,2.46,1,1.67,1.33,1.33,1,1.33,1.29,1.88
EMP_132,Junior,Solution Architecture,2,Africa,alice,1,1,1,0,2,0,0,2,1,3,0,0,2,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,1,0,1,2,0.88,1,1.25,1,0.33,0,0.33,1,0,0,0.29,0.64
EMP_133,Mid-level,Data Engineering,4,Africa,balanced,1,2,3,4,2,2,4,2,2,4,0,1,2,5,2,1,2,2,4,2,1,3,1,2,2,3,3,2,2,2,0,5,3,8,2.5,2,1.75,2.23,2.67,2.67,2,1.67,3,2,2.29,2.26
EMP_134,Mid-level,Analytics & BI,8,Middle East,balanced,3,2,3,4,2,2,2,4,2,4,2,1,2,2,1,2,2,2,3,4,2,2,3,1,1,3,3,3,2,1,1,0,2,3,2.75,2,2.25,2.54,1.67,2.33,2.67,1.67,3,2,2.18,2.36
EMP_135,Senior,Analytics & BI,12,Middle East,balanced,4,4,2,3,5,3,2,4,4,5,1,2,4,4,4,3,5,3,1,4,5,3,3,3,2,4,4,5,1,3,1,5,3,9,3.38,4,3,3.31,3.67,3,4,2.67,4,3,3.35,3.33
EMP_136,Senior,Data Engineering,17,Central Europe,balanced,3,3,5,3,4,4,2,2,5,5,4,3,2,3,3,5,4,4,4,3,2,4,5,3,3,3,3,4,2,3,4,2,2,8,3.25,5,3.5,3.46,3.67,4,3,3.67,3,3,3.41,3.44
EMP_137,Junior,Data Engineering,2,Central Europe,balanced,0,2,3,0,1,1,1,0,2,2,0,1,1,4,0,2,1,1,0,0,1,1,1,2,1,2,3,2,0,2,2,2,0,4,1,2,1,1.08,2,0.67,0.67,1.33,2.5,1.33,1.35,1.22
EMP_138,Senior,Analytics & BI,16,Western Europe,balanced,4,2,3,1,2,3,3,2,3,4,3,4,2,4,4,3,5,3,4,4,4,3,4,3,2,4,3,5,4,3,8,1,3,12,2.5,3,3.25,2.77,3.67,4,3.67,3,3.5,4,3.65,3.21
EMP_139,Mid-level,Platform Engineering,5,Middle East,balanced,3,1,1,1,3,2,1,2,1,3,1,3,2,0,1,2,3,2,3,3,2,3,1,2,1,3,2,3,2,2,0,0,1,1,1.75,1,2.25,1.85,1,2.67,2.67,1.33,2.5,2.33,2.06,1.96
EMP_140,Mid-level,Solution Architecture,4,Eastern Europe,balanced,3,1,1,2,2,2,4,2,3,3,1,1,0,4,3,2,3,1,1,1,2,2,2,3,1,3,2,3,1,3,1,3,1,5,2.12,3,1.25,1.92,3,1.67,1.67,2,2.5,2.33,2.18,2.05
EMP_141,Junior,Solution Architecture,3,Eastern Europe,balanced,2,0,1,0,0,1,2,2,2,2,0,1,0,2,3,1,1,2,2,2,0,0,1,2,0,2,2,2,0,1,2,4,0,6,1,2,0.75,1,2,1.67,0.67,1,2,1,1.35,1.18
EMP_142,Senior,Data Engineering,20,Africa,balanced,2,3,3,4,2,4,4,5,4,5,3,2,4,3,4,3,4,4,2,3,4,2,5,3,2,4,4,3,4,4,2,1,4,7,3.38,4,3.5,3.46,3.33,3.33,3,3.33,4,3.67,3.41,3.44
EMP_143,Junior,Client Services,1,Central Europe,alice,2,1,1,1,2,0,0,0,2,3,2,0,0,0,0,2,1,0,0,0,0,0,1,0,1,0,0,2,0,0,1,0,0,1,0.88,2,1.25,1.08,0.67,0.33,0,0.67,0,0.67,0.41,0.74
EMP_144,Junior,Solution Architecture,1,Eastern Europe,balanced,1,2,0,1,2,0,1,3,3,2,1,0,1,1,2,1,0,0,1,1,2,1,3,2,0,1,1,1,0,1,1,1,0,2,1.25,3,1,1.31,1.33,0.33,1.33,1.67,1,0.67,1.06,1.18
EMP_145,Mid-level,Platform Engineering,8,Eastern Europe,alice,2,2,1,0,2,1,2,3,1,4,3,1,1,1,0,0,2,2,1,0,2,2,2,2,1,2,0,2,1,1,3,0,1,4,1.62,1,2.25,1.77,0.33,1.67,1.33,1.67,1,1.33,1.24,1.5
EMP_146,Mid-level,Analytics & BI,5,Middle East,balanced,2,4,3,2,4,2,1,3,2,4,2,2,2,3,2,2,1,3,3,2,3,4,3,2,3,2,0,2,4,3,0,3,2,5,2.62,2,2.5,2.54,2.33,2.33,3,2.67,1,3,2.47,2.5
EMP_147,Mid-level,Data Engineering,8,Middle East,balanced,2,1,1,1,1,0,1,2,2,3,2,2,3,3,2,2,1,2,3,3,2,2,0,2,2,4,3,3,3,2,3,3,1,7,1.12,2,2.5,1.62,2.33,2,2.33,1.33,3.5,2.67,2.29,1.96
EMP_148,Junior,Data Engineering,3,Central Europe,balanced,0,0,1,1,2,2,1,0,2,3,2,0,0,1,2,0,1,2,1,1,1,0,0,1,1,2,1,1,2,1,0,0,1,1,0.88,2,1.25,1.08,1,1.33,0.67,0.67,1.5,1.33,1.06,1.07
EMP_149,Mid-level,Analytics & BI,4,Western Europe,alice,2,3,2,2,0,2,2,4,3,3,2,3,0,2,0,2,2,0,1,1,1,2,1,2,2,1,0,2,2,1,2,0,2,4,2.12,3,2,2.15,1.33,1,1.33,1.67,0.5,1.67,1.29,1.72
EMP_150,Junior,Analytics & BI,3,Middle East,balanced,1,0,2,1,1,0,1,2,1,3,0,2,0,1,0,0,1,1,1,1,4,1,2,1,1,1,1,3,2,1,1,1,0,2,1,1,1.25,1.08,0.33,1,2,1.33,1,2,1.29,1.18
EMP_151,Mid-level,Platform Engineering,5,Middle East,balanced,2,1,0,2,1,2,1,3,2,4,0,2,2,1,2,2,3,3,2,2,1,3,3,2,1,4,2,2,3,1,1,0,2,3,1.5,2,2,1.69,1.67,2.67,2,2,3,2,2.18,1.94
EMP_152,Mid-level,Client Services,8,Middle East,alice,1,2,1,3,1,2,1,3,4,3,0,2,1,2,2,2,1,0,2,0,0,2,2,4,2,1,1,0,0,1,5,0,0,5,1.75,4,1.5,1.85,2,1,0.67,2.67,1,0.33,1.29,1.57
EMP_153,Junior,Data Engineering,2,Central Europe,alice,1,1,1,1,1,3,2,0,3,3,1,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,1,0,1,2,0,0,2,1.25,3,1,1.31,0.33,0,0,1.33,0,0.67,0.41,0.86
EMP_154,Mid-level,Platform Engineering,5,Eastern Europe,balanced,4,0,2,4,3,1,2,2,2,4,1,2,0,1,2,2,2,0,3,3,3,2,2,4,1,2,2,3,3,2,3,2,2,7,2.25,2,1.75,2.08,1.67,1.67,2.67,2.33,2,2.67,2.18,2.13
EMP_155,Mid-level,Data Engineering,4,Eastern Europe,balanced,4,1,2,1,3,4,1,0,4,3,1,2,2,3,2,4,1,2,3,3,3,2,2,4,2,2,1,2,2,3,9,1,1,11,2,4,2,2.15,3,2,2.67,2.67,1.5,2.33,2.41,2.28
EMP_156,Mid-level,Platform Engineering,6,Africa,balanced,1,2,1,3,1,3,1,3,3,3,1,1,3,3,1,2,3,3,2,2,3,2,3,3,2,3,3,2,3,2,3,1,4,8,1.88,3,2,2,2,2.67,2.33,2.67,3,2.33,2.47,2.24
EMP_157,Junior,Platform Engineering,3,Western Europe,balanced,2,1,2,1,0,2,1,1,0,2,0,2,0,1,0,3,0,2,2,2,1,1,1,1,1,2,0,1,1,1,1,1,3,5,1.25,0,1,1.08,1.33,1.33,1.33,1,1,1,1.18,1.13
EMP_158,Mid-level,Analytics & BI,8,Middle East,alice,3,3,2,2,1,2,2,1,2,4,0,1,2,2,3,0,2,0,2,0,2,0,2,1,2,1,2,1,1,1,1,1,1,3,2,2,1.75,1.92,1.67,1.33,0.67,1.67,1.5,1,1.29,1.6
EMP_159,Senior,Client Services,16,Africa,balanced,3,1,3,4,5,4,3,4,4,5,3,1,3,3,5,4,5,3,2,3,4,4,3,4,4,3,5,3,3,2,4,3,4,11,3.38,4,3,3.31,4,3.33,3.67,3.67,4,2.67,3.53,3.42
EMP_160,Senior,Platform Engineering,8,Middle East,balanced,5,4,3,2,2,2,3,3,4,4,2,3,2,3,4,3,4,3,3,4,2,4,4,5,3,3,5,3,3,4,1,3,3,7,3,4,2.75,3,3.33,3.33,3.33,4,4,3.33,3.53,3.26
EMP_161,Mid-level,Analytics & BI,4,Central Europe,balanced,4,3,1,3,3,2,2,1,3,4,2,0,0,1,2,1,2,3,4,2,2,3,3,2,1,3,3,2,3,2,3,1,0,4,2.38,3,1.5,2.15,1.33,3,2.33,2,3,2.33,2.29,2.22
EMP_162,Senior,Analytics & BI,17,Western Europe,alice,3,4,4,4,2,3,3,5,3,5,2,3,4,3,2,0,4,1,2,2,4,3,3,4,2,3,2,3,3,3,1,2,2,5,3.5,3,3.5,3.46,1.67,2.33,3,3,2.5,3,2.59,3.02
EMP_163,Junior,Data Engineering,1,Middle East,balanced,0,0,1,0,1,1,0,2,1,1,1,0,2,0,2,0,1,1,2,1,0,1,2,1,0,2,1,1,1,1,0,2,0,2,0.62,1,1,0.77,0.67,1.33,0.67,1,1.5,1,1,0.88
EMP_164,Senior,Platform Engineering,13,Eastern Europe,balanced,4,3,4,3,3,4,4,4,3,5,4,2,3,2,3,3,4,3,4,3,4,3,3,4,3,3,3,4,3,5,2,3,2,7,3.62,3,3.5,3.54,2.67,3.67,3.33,3.33,3,4,3.35,3.44
EMP_165,Mid-level,Platform Engineering,4,Middle East,balanced,1,1,1,2,1,1,3,4,3,4,1,2,3,3,2,3,0,3,2,3,2,1,3,1,2,2,2,3,2,3,2,4,1,7,1.75,3,2.5,2.08,2.67,1.67,2,2,2,2.67,2.18,2.13
EMP_166,Senior,Analytics & BI,13,Central Europe,balanced,2,4,4,4,4,2,1,3,3,5,3,3,3,3,4,3,5,3,4,3,4,4,3,4,4,5,4,4,3,4,3,4,3,10,3,3,3.5,3.15,3.33,4,3.67,3.67,4.5,3.67,3.76,3.46
EMP_167,Junior,Analytics & BI,3,Central Europe,balanced,0,1,0,1,3,0,0,0,1,2,1,0,0,0,2,0,1,1,2,1,3,1,3,2,1,1,1,3,1,2,6,0,5,11,0.62,1,0.75,0.69,0.67,1.33,1.67,2,1,2,1.47,1.08
EMP_168,Junior,Platform Engineering,1,Eastern Europe,alice,2,1,2,2,0,1,0,0,2,2,1,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,1.25,1.15,0.33,0.33,0,0,0,0,0.12,0.64
EMP_169,Mid-level,Client Services,7,Africa,balanced,1,2,4,4,2,1,1,1,3,4,2,1,1,1,3,3,3,2,2,3,2,2,1,3,2,2,3,3,2,2,5,0,0,5,2,3,2,2.08,2.33,2.33,2.33,2,2.5,2.33,2.29,2.18
EMP_170,Senior,Analytics & BI,21,Middle East,balanced,4,3,3,2,5,5,3,2,4,4,1,2,3,3,5,5,4,4,4,3,5,3,3,5,3,5,3,5,4,5,3,5,2,10,3.38,4,2.5,3.15,4.33,4,3.67,3.67,4,4.67,4.06,3.6
EMP_171,Mid-level,Analytics & BI,5,Middle East,alice,2,2,2,0,1,4,3,2,3,4,0,3,3,1,2,3,0,1,0,1,2,1,1,0,2,3,1,2,0,1,1,0,0,1,2,3,2.5,2.23,2,0.33,1.33,1,2,1,1.24,1.74
EMP_172,Junior,Solution Architecture,3,Central Europe,alice,0,0,0,2,1,0,2,1,0,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,2,1,1,0,1,0,0,1,0.75,0,0.75,0.69,0.33,0,0,0.67,1.5,0.67,0.47,0.58
EMP_173,Mid-level,Platform Engineering,6,Western Europe,balanced,3,2,1,1,1,3,0,3,2,4,0,1,0,2,4,3,3,2,3,3,2,1,2,4,2,2,1,2,1,2,3,3,2,8,1.75,2,1.25,1.62,3,2.67,2,2.67,1.5,1.67,2.29,1.96
EMP_174,Senior,Platform Engineering,18,Middle East,balanced,1,3,4,3,4,4,3,5,4,3,2,3,3,3,3,5,5,3,4,3,4,4,4,4,5,3,2,3,2,2,3,1,1,5,3.38,4,2.75,3.23,3.67,4,3.67,4.33,2.5,2.33,3.47,3.35
EMP_175,Senior,Data Engineering,10,Central Europe,balanced,3,5,3,3,1,3,5,2,5,5,3,2,4,4,4,3,5,3,4,3,3,2,3,2,4,4,4,4,4,5,3,5,2,10,3.12,5,3.5,3.38,3.67,4,2.67,3,4,4.33,3.59,3.48
EMP_176,Junior,Platform Engineering,1,Western Europe,balanced,3,0,0,2,2,3,0,1,0,2,0,3,0,1,0,2,1,0,2,0,0,0,0,2,0,0,1,1,3,3,1,0,2,3,1.38,0,1.25,1.23,1,1,0,0.67,0.5,2.33,0.94,1.08
EMP_177,Mid-level,Solution Architecture,5,Middle East,alice,1,3,2,3,1,2,0,3,2,4,1,1,2,0,0,2,1,1,2,1,0,3,2,2,1,2,1,1,3,1,1,1,0,2,1.88,2,2,1.92,0.67,1.33,1.33,1.67,1.5,1.67,1.35,1.64
EMP_178,Senior,Platform Engineering,10,Eastern Europe,balanced,3,4,3,3,1,5,4,3,4,5,2,4,2,3,3,3,3,4,2,3,4,3,5,5,2,2,3,3,3,4,1,0,2,3,3.25,4,3.25,3.31,3,3,3.33,4,2.5,3.33,3.24,3.28
EMP_179,Senior,Data Engineering,18,Eastern Europe,balanced,2,2,2,4,2,5,2,5,4,4,3,1,2,4,5,4,3,3,5,3,5,3,3,4,2,2,3,4,4,3,3,0,2,5,3,4,2.5,2.92,4.33,3.67,3.67,3,2.5,3.67,3.53,3.22
EMP_180,Mid-level,Platform Engineering,6,Africa,balanced,2,3,2,2,3,1,1,1,2,4,2,2,1,3,1,3,2,3,1,3,1,2,2,1,2,4,5,3,3,2,1,0,3,4,1.88,2,2.25,2,2.33,2,2,1.67,4.5,2.67,2.41,2.2
EMP_181,Junior,Solution Architecture,1,Eastern Europe,balanced,0,2,0,1,0,1,0,0,2,3,0,1,0,2,3,1,2,2,1,1,1,1,2,1,0,2,0,0,1,0,0,1,1,2,0.5,2,1,0.77,2,1.67,1,1,1,0.33,1.18,0.98
EMP_182,Junior,Platform Engineering,2,Western Europe,balanced,0,0,1,0,1,1,0,2,2,3,0,2,1,1,1,2,1,0,1,1,1,1,0,3,0,1,0,2,2,1,2,0,0,2,0.62,2,1.5,1,1.33,0.67,1,1,0.5,1.67,1.06,1.03
EMP_183,Junior,Solution Architecture,2,Eastern Europe,balanced,3,1,1,1,1,0,0,0,3,3,1,0,0,1,1,0,1,1,3,0,2,0,0,2,1,2,2,3,2,1,2,0,0,2,0.88,3,1,1.08,0.67,1.67,0.67,1,2,2,1.29,1.18
EMP_184,Junior,Client Services,3,Western Europe,balanced,0,1,2,1,1,3,2,2,0,2,0,1,0,2,2,2,1,1,3,3,2,0,1,2,0,1,1,2,1,2,0,0,1,1,1.5,0,0.75,1.15,2,1.67,1.67,1,1,1.67,1.53,1.34
EMP_185,Junior,Platform Engineering,3,Central Europe,balanced,0,1,1,1,0,0,2,0,1,2,2,0,1,1,1,1,2,0,1,1,2,1,1,0,0,1,1,1,1,2,0,0,3,3,0.62,1,1.25,0.85,1,1,1.33,0.33,1,1.33,1,0.92
EMP_186,Mid-level,Analytics & BI,8,Central Europe,balanced,2,2,5,1,3,2,1,2,3,3,3,1,1,4,3,4,2,1,2,0,3,1,2,3,2,2,1,4,3,4,2,7,2,11,2.25,3,2,2.23,3.67,1.67,1.33,2.33,1.5,3.67,2.41,2.32
EMP_187,Senior,Data Engineering,8,Africa,balanced,4,3,3,4,5,4,2,5,3,5,3,3,4,3,4,4,4,2,3,3,4,2,3,3,2,4,2,4,3,3,1,6,0,7,3.75,3,3.75,3.69,3.67,3,3,2.67,3,3.33,3.12,3.4
EMP_188,Junior,Analytics & BI,1,Central Europe,balanced,0,2,0,2,1,1,0,2,1,3,1,0,1,1,0,1,2,0,1,2,1,0,2,3,0,0,2,1,2,3,1,1,1,3,1,1,1.25,1.08,0.67,1,1,1.67,1,2,1.24,1.16
EMP_189,Mid-level,Client Services,4,Middle East,balanced,5,1,2,2,2,1,3,3,3,4,1,3,2,4,2,2,2,2,1,3,3,1,1,2,2,2,2,2,4,2,2,1,1,4,2.38,3,2.5,2.46,2.67,1.67,2.33,1.67,2,2.67,2.18,2.32
EMP_190,Senior,Platform Engineering,14,Eastern Europe,balanced,4,4,2,2,3,3,3,2,4,5,3,4,2,5,4,2,5,5,4,4,3,3,5,4,4,4,3,3,3,4,2,3,4,9,2.88,4,3.5,3.15,3.67,4.67,3.33,4.33,3.5,3.33,3.82,3.48
EMP_191,Junior,Platform Engineering,2,Eastern Europe,balanced,0,1,1,0,1,3,3,0,0,2,0,0,0,0,2,3,2,1,2,2,2,1,1,1,1,1,1,2,2,2,0,1,0,1,1.12,0,0.5,0.85,1.67,1.67,1.67,1,1,2,1.53,1.19
