EMP_ID,Team,Seniority,Years_Exp,Profile_Type,in_degree,out_degree,in_strength,out_strength,betweenness_centrality,Cross_Team_Tie_Count,Weak_Tie_Outbound_Count,Weak_Cross_Team_Tie_Count,OutboundScarcity,WeakWeightShare,TargetConcentration,WeakBridgeDeficit,Isolation_Score,Isolation_Risk_Flag,Isolation_Risk_Tier
EMP_186,Platform Engineering,Junior,18,balanced,3,5,2.0,3.67,0.024714,3,1,1,0.1667,0.2,0.2,0.8,0.3417,0,Low
EMP_187,Analytics & BI,Mid-level,2,balanced,2,5,2.0,2.33,0.007695,3,3,3,0.1667,0.6,0.2,0.4,0.3417,0,Low
EMP_188,Information Management,Junior,14,balanced,1,4,0.67,2.43,0.000522,3,2,2,0.3333,0.5,0.25,0.6,0.4208,0,Medium
EMP_189,Client Services,Mid-level,5,balanced,2,2,2.0,1.0,0.00229,2,1,1,0.6667,0.5,0.5,0.8,0.6167,0,Medium
EMP_190,Solution Architecture,Mid-level,17,balanced,1,2,0.67,1.67,0.001337,2,0,0,0.6667,0.0,0.5,1.0,0.5417,0,Medium
EMP_191,Information Management,Mid-level,8,balanced,4,4,3.34,2.0,0.014678,3,2,2,0.3333,0.5,0.25,0.6,0.4208,0,Medium
EMP_192,Data Engineering,Junior,14,balanced,2,5,0.77,3.01,0.001285,3,1,1,0.1667,0.2,0.2,0.8,0.3417,0,Low
EMP_193,Solution Architecture,Mid-level,3,balanced,7,4,3.33,3.01,0.023118,2,0,0,0.3333,0.0,0.25,1.0,0.3958,0,Low
EMP_194,Solution Architecture,Junior,9,island,4,1,2.33,0.33,0.005636,1,1,1,0.8333,1.0,1.0,0.8,0.9083,1,High
EMP_195,Solution Architecture,Mid-level,15,balanced,0,4,0.0,2.0,0.0,2,2,2,0.3333,0.5,0.25,0.6,0.4208,0,Medium
EMP_196,Platform Engineering,Mid-level,8,broker,11,4,5.73,2.77,0.059876,2,1,1,0.3333,0.25,0.25,0.8,0.4083,0,Low
EMP_197,Data Engineering,Senior,8,broker,11,3,3.95,2.67,0.029015,1,0,0,0.5,0.0,0.3333,1.0,0.4583,0,Medium
EMP_198,Platform Engineering,Senior,12,hub,32,3,19.33,2.0,0.073343,1,1,0,0.5,0.3333,0.3333,1.0,0.5416,0,Medium
EMP_199,Platform Engineering,Mid-level,16,balanced,0,3,0.0,0.99,0.0,3,3,3,0.5,1.0,0.3333,0.4,0.5583,0,Medium
EMP_200,Analytics & BI,Junior,5,island,0,1,0.0,0.33,0.0,0,1,0,0.8333,1.0,1.0,1.0,0.9583,1,High
EMP_201,Platform Engineering,Junior,7,island,2,0,1.0,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,1.0,1,High
EMP_202,Analytics & BI,Mid-level,9,broker,6,3,3.33,2.34,0.028396,2,0,0,0.5,0.0,0.3333,1.0,0.4583,0,Medium
EMP_203,Data Engineering,Junior,6,balanced,7,3,4.78,1.1,0.006388,3,2,2,0.5,0.6667,0.3333,0.6,0.525,0,Medium
EMP_204,Analytics & BI,Junior,3,island,4,0,2.43,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,1.0,1,High
EMP_205,Solution Architecture,Mid-level,7,balanced,3,2,2.0,1.67,0.001842,1,0,0,0.6667,0.0,0.5,1.0,0.5417,0,Medium
EMP_206,Platform Engineering,Mid-level,12,balanced,0,4,0.0,2.67,0.0,3,1,1,0.3333,0.25,0.25,0.8,0.4083,0,Low
EMP_207,Information Management,Mid-level,15,broker,6,4,5.01,3.1,0.0763,3,1,1,0.3333,0.25,0.25,0.8,0.4083,0,Low
EMP_208,Solution Architecture,Mid-level,16,balanced,1,3,0.1,1.67,0.0,2,1,1,0.5,0.3333,0.3333,0.8,0.4916,0,Medium
EMP_209,Platform Engineering,Mid-level,7,balanced,1,4,0.33,2.11,2.2e-05,4,1,1,0.3333,0.25,0.25,0.8,0.4083,0,Low
EMP_210,Client Services,Mid-level,11,broker,14,3,10.01,1.67,0.084158,2,1,0,0.5,0.3333,0.3333,1.0,0.5416,0,Medium
EMP_211,Information Management,Junior,14,balanced,7,6,3.88,2.77,0.058916,4,3,2,0.0,0.5,0.1667,0.6,0.3167,0,Low
EMP_212,Information Management,Mid-level,5,balanced,3,4,2.67,3.34,0.024277,3,0,0,0.3333,0.0,0.25,1.0,0.3958,0,Low
EMP_213,Analytics & BI,Mid-level,2,island,2,1,1.0,0.1,0.006027,1,1,1,0.8333,1.0,1.0,0.8,0.9083,1,High
EMP_214,Information Management,Mid-level,4,balanced,4,5,1.54,3.0,0.016083,4,2,2,0.1667,0.4,0.2,0.6,0.3417,0,Low
EMP_215,Information Management,Mid-level,4,balanced,2,4,1.34,2.1,0.008603,2,2,2,0.3333,0.5,0.25,0.6,0.4208,0,Medium
EMP_216,Analytics & BI,Mid-level,3,island,2,1,2.0,0.1,0.002839,1,1,1,0.8333,1.0,1.0,0.8,0.9083,1,High
EMP_217,Platform Engineering,Mid-level,9,balanced,3,2,2.0,1.0,0.014807,2,1,1,0.6667,0.5,0.5,0.8,0.6167,0,Medium
EMP_218,Client Services,Mid-level,14,hub,22,2,11.74,2.0,0.033426,1,0,0,0.6667,0.0,0.5,1.0,0.5417,0,Medium
EMP_219,Information Management,Senior,13,hub,20,2,12.63,1.67,0.08978,2,0,0,0.6667,0.0,0.5,1.0,0.5417,0,Medium
EMP_220,Platform Engineering,Junior,9,balanced,3,4,1.44,2.66,0.001693,2,2,1,0.3333,0.5,0.25,0.8,0.4708,0,Medium
EMP_221,Analytics & BI,Junior,5,balanced,5,2,3.67,1.1,0.006932,1,1,1,0.6667,0.5,0.5,0.8,0.6167,0,Medium
EMP_222,Data Engineering,Mid-level,5,balanced,1,5,1.0,2.66,0.012039,3,3,3,0.1667,0.6,0.2,0.4,0.3417,0,Low
EMP_223,Analytics & BI,Mid-level,4,balanced,3,6,0.87,3.1,0.014708,3,3,3,0.0,0.5,0.1667,0.4,0.2667,0,Low
EMP_224,Information Management,Junior,8,island,1,0,1.0,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,1.0,1,High
EMP_225,Information Management,Mid-level,6,balanced,2,4,1.67,2.33,0.005415,3,2,2,0.3333,0.5,0.25,0.6,0.4208,0,Medium
EMP_226,Analytics & BI,Mid-level,4,balanced,2,5,1.33,3.34,0.002583,4,1,1,0.1667,0.2,0.2,0.8,0.3417,0,Low
EMP_227,Client Services,Junior,7,island,1,0,0.67,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,1.0,1,High
EMP_228,Client Services,Senior,10,balanced,0,2,0.0,1.33,0.0,1,1,0,0.6667,0.5,0.5,1.0,0.6667,0,Medium
EMP_229,Information Management,Mid-level,10,balanced,2,4,1.0,2.11,0.00312,2,1,1,0.3333,0.25,0.25,0.8,0.4083,0,Low
EMP_230,Solution Architecture,Mid-level,7,broker,5,4,4.01,2.68,0.043067,2,0,0,0.3333,0.0,0.25,1.0,0.3958,0,Low
EMP_231,Client Services,Junior,4,balanced,3,6,1.67,3.44,0.018715,4,2,2,0.0,0.3333,0.1667,0.6,0.275,0,Low
EMP_232,Platform Engineering,Senior,16,broker,10,4,6.77,2.11,0.032652,4,1,1,0.3333,0.25,0.25,0.8,0.4083,0,Low
EMP_233,Client Services,Junior,9,balanced,1,3,0.1,1.77,0.003053,3,1,1,0.5,0.3333,0.3333,0.8,0.4916,0,Medium
EMP_234,Client Services,Mid-level,18,balanced,1,6,0.33,2.86,0.003266,3,4,3,0.0,0.6667,0.1667,0.4,0.3084,0,Low
EMP_235,Analytics & BI,Junior,2,balanced,1,5,0.67,2.66,0.00069,3,3,3,0.1667,0.6,0.2,0.4,0.3417,0,Low
EMP_236,Solution Architecture,Junior,11,balanced,2,3,1.67,2.0,0.004282,3,1,1,0.5,0.3333,0.3333,0.8,0.4916,0,Medium
EMP_237,Platform Engineering,Junior,4,balanced,2,4,0.66,1.77,0.006358,3,2,2,0.3333,0.5,0.25,0.6,0.4208,0,Medium
EMP_238,Analytics & BI,Junior,10,island,1,0,0.33,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,1.0,1,High
EMP_239,Client Services,Senior,2,balanced,2,5,1.67,1.87,0.009877,3,3,2,0.1667,0.6,0.2,0.6,0.3917,0,Low
EMP_240,Analytics & BI,Mid-level,10,balanced,1,3,0.33,2.34,0.001807,1,0,0,0.5,0.0,0.3333,1.0,0.4583,0,Medium
EMP_241,Information Management,Senior,17,balanced,5,4,2.78,3.34,0.007016,3,0,0,0.3333,0.0,0.25,1.0,0.3958,0,Low
EMP_242,Data Engineering,Mid-level,12,balanced,2,5,1.34,3.0,0.005294,4,2,2,0.1667,0.4,0.2,0.6,0.3417,0,Low
EMP_243,Client Services,Junior,7,balanced,4,4,1.2,2.33,0.012493,3,2,2,0.3333,0.5,0.25,0.6,0.4208,0,Medium
EMP_244,Client Services,Mid-level,13,balanced,1,3,1.0,1.77,0.008303,2,1,1,0.5,0.3333,0.3333,0.8,0.4916,0,Medium
EMP_245,Solution Architecture,Mid-level,8,balanced,3,4,0.87,2.67,0.016837,2,1,1,0.3333,0.25,0.25,0.8,0.4083,0,Low
EMP_246,Client Services,Senior,18,balanced,1,4,0.1,2.2,2.2e-05,2,2,2,0.3333,0.5,0.25,0.6,0.4208,0,Medium
EMP_247,Client Services,Senior,9,hub,24,3,14.19,2.34,0.065092,2,0,0,0.5,0.0,0.3333,1.0,0.4583,0,Medium
EMP_248,Data Engineering,Senior,5,balanced,3,3,1.33,1.43,0.00413,3,2,2,0.5,0.6667,0.3333,0.6,0.525,0,Medium
EMP_249,Platform Engineering,Junior,10,balanced,2,3,2.0,1.67,0.013054,3,1,1,0.5,0.3333,0.3333,0.8,0.4916,0,Medium
EMP_250,Data Engineering,Senior,7,balanced,2,5,1.0,3.77,0.005185,3,1,1,0.1667,0.2,0.2,0.8,0.3417,0,Low
EMP_251,Solution Architecture,Mid-level,3,balanced,3,4,1.67,2.44,0.03342,2,1,1,0.3333,0.25,0.25,0.8,0.4083,0,Low
EMP_252,Analytics & BI,Mid-level,14,broker,6,3,2.53,2.01,0.029733,3,0,0,0.5,0.0,0.3333,1.0,0.4583,0,Medium
EMP_253,Platform Engineering,Junior,4,balanced,2,2,1.1,0.77,0.000359,1,1,1,0.6667,0.5,0.5,0.8,0.6167,0,Medium
EMP_254,Data Engineering,Junior,17,balanced,1,2,1.0,1.0,0.00066,2,1,1,0.6667,0.5,0.5,0.8,0.6167,0,Medium
EMP_255,Information Management,Mid-level,13,balanced,1,6,0.67,4.01,0.030562,5,1,1,0.0,0.1667,0.1667,0.8,0.2834,0,Low
EMP_256,Platform Engineering,Mid-level,5,balanced,2,5,1.34,3.0,0.003878,3,2,2,0.1667,0.4,0.2,0.6,0.3417,0,Low
EMP_257,Client Services,Junior,18,balanced,1,4,0.67,3.0,0.014201,2,1,1,0.3333,0.25,0.25,0.8,0.4083,0,Low
EMP_258,Platform Engineering,Senior,14,balanced,0,4,0.0,1.99,0.0,2,3,2,0.3333,0.75,0.25,0.6,0.4833,0,Medium
EMP_259,Client Services,Mid-level,13,broker,8,4,6.68,3.01,0.095352,3,0,0,0.3333,0.0,0.25,1.0,0.3958,0,Low
EMP_260,Solution Architecture,Senior,9,balanced,3,6,2.01,3.76,0.026391,4,3,3,0.0,0.5,0.1667,0.4,0.2667,0,Low
EMP_261,Analytics & BI,Mid-level,16,balanced,3,4,1.66,3.0,0.056791,1,1,1,0.3333,0.25,0.25,0.8,0.4083,0,Low
EMP_262,Solution Architecture,Senior,9,balanced,4,3,2.1,2.0,0.012317,2,1,1,0.5,0.3333,0.3333,0.8,0.4916,0,Medium
EMP_263,Information Management,Junior,17,balanced,4,6,2.0,4.0,0.046363,2,2,1,0.0,0.3333,0.1667,0.8,0.325,0,Low
EMP_264,Analytics & BI,Junior,2,balanced,2,6,1.0,3.1,0.011111,3,3,2,0.0,0.5,0.1667,0.6,0.3167,0,Low
EMP_265,Information Management,Mid-level,16,balanced,2,5,1.34,2.2,0.0178,2,3,3,0.1667,0.6,0.2,0.4,0.3417,0,Low
EMP_266,Platform Engineering,Senior,17,balanced,2,3,0.77,1.77,0.007793,3,1,1,0.5,0.3333,0.3333,0.8,0.4916,0,Medium
EMP_267,Analytics & BI,Mid-level,12,broker,9,4,4.54,3.01,0.04883,2,0,0,0.3333,0.0,0.25,1.0,0.3958,0,Low
EMP_268,Information Management,Senior,11,balanced,4,4,2.33,1.43,0.02023,3,3,3,0.3333,0.75,0.25,0.4,0.4333,0,Medium
EMP_269,Platform Engineering,Senior,17,balanced,1,2,1.0,1.67,0.005898,2,0,0,0.6667,0.0,0.5,1.0,0.5417,0,Medium
EMP_270,Analytics & BI,Junior,12,balanced,2,4,1.0,2.77,0.007699,2,1,0,0.3333,0.25,0.25,1.0,0.4583,0,Medium
EMP_271,Solution Architecture,Junior,5,island,3,1,1.2,0.1,0.0,1,1,1,0.8333,1.0,1.0,0.8,0.9083,1,High
EMP_272,Platform Engineering,Mid-level,12,broker,5,4,2.67,2.67,0.016696,1,1,0,0.3333,0.25,0.25,1.0,0.4583,0,Medium
EMP_273,Analytics & BI,Mid-level,15,balanced,1,4,0.33,1.87,0.00168,4,2,2,0.3333,0.5,0.25,0.6,0.4208,0,Medium
EMP_274,Analytics & BI,Mid-level,14,balanced,3,3,2.0,1.33,0.005628,2,2,2,0.5,0.6667,0.3333,0.6,0.525,0,Medium
EMP_275,Information Management,Mid-level,7,balanced,2,3,1.1,2.34,0.01332,2,0,0,0.5,0.0,0.3333,1.0,0.4583,0,Medium
EMP_276,Solution Architecture,Junior,2,balanced,3,2,2.34,1.0,0.00734,2,1,1,0.6667,0.5,0.5,0.8,0.6167,0,Medium
EMP_277,Data Engineering,Junior,10,island,2,0,1.67,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,1.0,1,High
EMP_278,Solution Architecture,Junior,8,balanced,4,5,3.33,3.11,0.04386,4,1,1,0.1667,0.2,0.2,0.8,0.3417,0,Low
EMP_279,Analytics & BI,Mid-level,5,balanced,3,5,2.0,1.87,0.011884,2,3,2,0.1667,0.6,0.2,0.6,0.3917,0,Low
EMP_280,Solution Architecture,Senior,12,balanced,2,3,1.67,1.2,0.001895,2,2,2,0.5,0.6667,0.3333,0.6,0.525,0,Medium
EMP_281,Information Management,Senior,4,balanced,4,5,3.0,2.2,0.003698,4,3,3,0.1667,0.6,0.2,0.4,0.3417,0,Low
EMP_282,Platform Engineering,Junior,4,island,1,1,0.1,0.33,2.2e-05,1,1,1,0.8333,1.0,1.0,0.8,0.9083,1,High
EMP_283,Data Engineering,Mid-level,10,island,1,0,0.1,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,1.0,1,High
EMP_284,Solution Architecture,Mid-level,4,balanced,1,3,1.0,1.33,0.001698,2,2,2,0.5,0.6667,0.3333,0.6,0.525,0,Medium
EMP_285,Data Engineering,Junior,4,balanced,5,5,1.53,3.68,0.002957,4,0,0,0.1667,0.0,0.2,1.0,0.3417,0,Low
EMP_286,Information Management,Mid-level,7,balanced,1,4,0.67,1.3,0.006451,1,3,2,0.3333,0.75,0.25,0.6,0.4833,0,Medium
EMP_287,Analytics & BI,Junior,9,island,4,0,3.0,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,1.0,1,High
EMP_288,Information Management,Senior,7,broker,7,4,4.44,2.67,0.041322,2,1,1,0.3333,0.25,0.25,0.8,0.4083,0,Low
EMP_289,Client Services,Junior,16,balanced,2,3,1.34,0.76,0.000236,3,3,3,0.5,1.0,0.3333,0.4,0.5583,0,Medium
EMP_290,Analytics & BI,Mid-level,12,balanced,1,4,0.33,2.44,0.002997,2,1,1,0.3333,0.25,0.25,0.8,0.4083,0,Low
EMP_291,Data Engineering,Mid-level,16,balanced,3,5,1.67,1.87,0.004929,3,3,3,0.1667,0.6,0.2,0.4,0.3417,0,Low
EMP_292,Solution Architecture,Mid-level,7,broker,2,4,1.0,2.34,0.004298,4,1,1,0.3333,0.25,0.25,0.8,0.4083,0,Low
EMP_293,Data Engineering,Junior,12,balanced,2,2,1.0,1.67,0.009353,2,0,0,0.6667,0.0,0.5,1.0,0.5417,0,Medium
EMP_294,Data Engineering,Mid-level,5,island,1,0,0.67,0.0,0.0,0,0,0,1.0,1.0,1.0,1.0,1.0,1,High
EMP_295,Client Services,Junior,15,balanced,1,4,0.33,1.77,0.000778,3,2,2,0.3333,0.5,0.25,0.6,0.4208,0,Medium
EMP_296,Analytics & BI,Mid-level,5,balanced,3,4,2.0,3.01,0.013428,3,0,0,0.3333,0.0,0.25,1.0,0.3958,0,Low
EMP_297,Data Engineering,Junior,9,balanced,1,4,0.1,2.67,0.005982,3,1,1,0.3333,0.25,0.25,0.8,0.4083,0,Low
EMP_298,Data Engineering,Senior,11,broker,15,3,7.99,2.34,0.082881,2,0,0,0.5,0.0,0.3333,1.0,0.4583,0,Medium
EMP_299,Solution Architecture,Mid-level,12,balanced,3,5,2.34,3.0,0.017308,3,2,1,0.1667,0.4,0.2,0.8,0.3917,0,Low
EMP_300,Analytics & BI,Mid-level,18,balanced,1,5,0.67,3.01,0.010937,3,1,1,0.1667,0.2,0.2,0.8,0.3417,0,Low
