Source_EMP_ID,Target_EMP_ID,Interaction_Type,Interaction_Frequency,Awareness_Score,Energy_Score,Nomination_Rank
EMP_154,EMP_202,Soft,Monthly,3,4,1
EMP_154,EMP_161,Soft,Monthly,3,2,2
EMP_154,EMP_103,Soft,Weekly,3,4,3
EMP_155,EMP_159,Hard,Weekly,3,5,1
EMP_155,EMP_250,Hard,Weekly,3,5,2
EMP_155,EMP_236,Hard,Weekly,5,4,3
EMP_155,EMP_164,Soft,Monthly,3,2,1
EMP_155,EMP_042,Soft,Weekly,5,4,2
EMP_156,EMP_106,Hard,Daily,5,5,1
EMP_156,EMP_259,Soft,Daily,4,5,1
EMP_156,EMP_130,Soft,Rarely,3,4,2
EMP_156,EMP_129,Soft,Weekly,5,5,3
EMP_157,EMP_126,Hard,Monthly,4,4,1
EMP_157,EMP_172,Hard,Weekly,5,3,2
EMP_157,EMP_073,Hard,Rarely,2,3,3
EMP_157,EMP_209,Soft,Monthly,3,2,1
EMP_157,EMP_255,Soft,Weekly,4,4,2
EMP_158,EMP_166,Hard,Rarely,3,2,1
EMP_158,EMP_153,Hard,Weekly,4,3,2
EMP_158,EMP_125,Hard,Weekly,5,3,3
EMP_158,EMP_053,Soft,Daily,4,5,1
EMP_158,EMP_040,Soft,Weekly,4,3,2
EMP_159,EMP_219,Hard,Daily,5,4,1
EMP_159,EMP_268,Hard,Daily,5,5,2
EMP_159,EMP_141,Soft,Weekly,5,4,1
EMP_160,EMP_102,Hard,Daily,5,5,1
EMP_160,EMP_277,Hard,Daily,4,5,2
EMP_160,EMP_268,Hard,Monthly,3,3,3
EMP_160,EMP_253,Soft,Daily,4,5,1
EMP_160,EMP_069,Soft,Weekly,5,3,2
EMP_160,EMP_239,Soft,Daily,5,4,3
EMP_161,EMP_159,Hard,Rarely,1,3,1
EMP_161,EMP_207,Soft,Weekly,4,5,1
EMP_161,EMP_046,Soft,Rarely,3,3,2
EMP_161,EMP_037,Soft,Weekly,4,5,3
EMP_162,EMP_219,Hard,Daily,5,5,1
EMP_162,EMP_281,Hard,Daily,5,5,2
EMP_162,EMP_196,Hard,Daily,4,5,3
EMP_162,EMP_033,Soft,Monthly,4,4,1
EMP_163,EMP_166,Hard,Monthly,2,2,1
EMP_163,EMP_243,Hard,Rarely,2,3,2
EMP_163,EMP_230,Soft,Weekly,3,3,1
EMP_163,EMP_227,Soft,Weekly,5,3,2
EMP_163,EMP_104,Soft,Monthly,4,3,3
EMP_164,EMP_166,Hard,Weekly,4,5,1
EMP_164,EMP_050,Soft,Weekly,3,5,1
EMP_164,EMP_213,Soft,Weekly,3,5,2
EMP_164,EMP_249,Soft,Daily,5,5,3
EMP_165,EMP_218,Hard,Monthly,2,4,1
EMP_165,EMP_210,Soft,Monthly,3,3,1
EMP_165,EMP_153,Soft,Weekly,5,4,2
EMP_165,EMP_023,Soft,Weekly,3,3,3
EMP_166,EMP_198,Hard,Monthly,2,4,1
EMP_166,EMP_088,Soft,Weekly,4,3,1
EMP_166,EMP_132,Soft,Daily,4,5,2
EMP_167,EMP_218,Hard,Weekly,5,5,1
EMP_167,EMP_298,Soft,Weekly,5,3,1
EMP_167,EMP_062,Soft,Monthly,3,3,2
EMP_168,EMP_166,Hard,Weekly,5,4,1
EMP_168,EMP_176,Soft,Weekly,4,3,1
EMP_168,EMP_071,Soft,Rarely,2,2,2
EMP_168,EMP_151,Soft,Monthly,2,4,3
EMP_169,EMP_261,Hard,Monthly,3,3,1
EMP_169,EMP_270,Hard,Monthly,3,4,2
EMP_169,EMP_122,Hard,Monthly,2,2,3
EMP_169,EMP_161,Soft,Monthly,2,2,1
EMP_170,EMP_126,Hard,Weekly,4,4,1
EMP_170,EMP_096,Hard,Monthly,4,4,2
EMP_170,EMP_111,Hard,Weekly,4,3,3
EMP_170,EMP_028,Soft,Weekly,3,5,1
EMP_170,EMP_197,Soft,Monthly,3,2,2
EMP_170,EMP_235,Soft,Weekly,4,5,3
EMP_171,EMP_218,Hard,Weekly,4,3,1
EMP_171,EMP_107,Hard,Daily,5,5,2
EMP_171,EMP_152,Hard,Weekly,3,3,3
EMP_171,EMP_062,Soft,Weekly,4,3,1
EMP_172,EMP_281,Hard,Daily,5,4,1
EMP_172,EMP_216,Hard,Daily,5,4,2
EMP_172,EMP_232,Soft,Daily,5,5,1
EMP_172,EMP_259,Soft,Weekly,4,4,2
EMP_173,EMP_198,Hard,Weekly,4,4,1
EMP_173,EMP_080,Soft,Weekly,3,5,1
EMP_173,EMP_160,Soft,Daily,5,5,2
EMP_173,EMP_210,Soft,Weekly,4,5,3
EMP_174,EMP_276,Hard,Daily,4,5,1
EMP_174,EMP_007,Hard,Monthly,2,4,2
EMP_174,EMP_021,Soft,Monthly,2,3,1
EMP_174,EMP_087,Soft,Monthly,2,2,2
EMP_174,EMP_229,Soft,Monthly,4,2,3
EMP_176,EMP_068,Hard,Daily,5,4,1
EMP_176,EMP_272,Soft,Weekly,5,4,1
EMP_176,EMP_031,Soft,Monthly,3,4,2
EMP_177,EMP_126,Hard,Weekly,3,3,1
EMP_177,EMP_230,Hard,Weekly,4,5,2
EMP_177,EMP_114,Soft,Daily,5,5,1
EMP_178,EMP_166,Hard,Monthly,4,3,1
EMP_178,EMP_038,Hard,Weekly,5,4,2
EMP_178,EMP_296,Hard,Weekly,4,4,3
EMP_178,EMP_210,Soft,Monthly,2,3,1
EMP_178,EMP_203,Soft,Rarely,2,2,2
EMP_179,EMP_215,Hard,Weekly,3,4,1
EMP_179,EMP_004,Hard,Daily,5,4,2
EMP_179,EMP_223,Hard,Weekly,3,5,3
EMP_179,EMP_221,Soft,Monthly,3,2,1
EMP_179,EMP_287,Soft,Weekly,3,5,2
EMP_180,EMP_219,Hard,Daily,5,5,1
EMP_180,EMP_144,Soft,Monthly,2,3,1
EMP_181,EMP_166,Hard,Rarely,2,1,1
EMP_181,EMP_123,Hard,Daily,5,5,2
EMP_181,EMP_012,Soft,Rarely,2,3,1
EMP_181,EMP_022,Soft,Weekly,4,4,2
EMP_181,EMP_103,Soft,Daily,5,4,3
EMP_182,EMP_198,Hard,Weekly,5,4,1
EMP_182,EMP_017,Hard,Daily,4,5,2
EMP_182,EMP_203,Hard,Daily,4,4,3
EMP_182,EMP_062,Soft,Rarely,2,2,1
EMP_182,EMP_265,Soft,Weekly,4,3,2
EMP_182,EMP_162,Soft,Monthly,3,2,3
EMP_183,EMP_159,Hard,Weekly,4,5,1
EMP_183,EMP_212,Hard,Daily,4,5,2
EMP_183,EMP_053,Soft,Weekly,4,5,1
EMP_183,EMP_267,Soft,Weekly,4,4,2
EMP_184,EMP_159,Hard,Weekly,4,4,1
EMP_184,EMP_011,Hard,Rarely,2,3,2
EMP_184,EMP_292,Soft,Weekly,4,4,1
EMP_184,EMP_038,Soft,Daily,5,5,2
EMP_185,EMP_159,Hard,Monthly,4,4,1
EMP_185,EMP_038,Hard,Weekly,4,5,2
EMP_185,EMP_268,Hard,Weekly,3,3,3
EMP_185,EMP_105,Soft,Weekly,4,5,1
EMP_185,EMP_203,Soft,Weekly,3,5,2
EMP_185,EMP_248,Soft,Monthly,4,4,3
EMP_186,EMP_198,Hard,Daily,5,5,1
EMP_186,EMP_203,Hard,Weekly,3,3,2
EMP_186,EMP_065,Soft,Daily,5,5,1
EMP_186,EMP_214,Soft,Weekly,5,4,2
EMP_186,EMP_051,Soft,Monthly,3,3,3
EMP_187,EMP_122,Hard,Monthly,2,4,1
EMP_187,EMP_114,Hard,Weekly,3,4,2
EMP_187,EMP_247,Soft,Monthly,3,2,1
EMP_187,EMP_169,Soft,Weekly,4,5,2
EMP_187,EMP_021,Soft,Monthly,2,2,3
EMP_188,EMP_134,Hard,Monthly,3,2,1
EMP_188,EMP_163,Hard,Rarely,1,1,2
EMP_188,EMP_226,Hard,Daily,5,4,3
EMP_188,EMP_144,Soft,Daily,4,4,1
EMP_189,EMP_166,Hard,Weekly,3,3,1
EMP_189,EMP_219,Soft,Monthly,2,4,1
EMP_190,EMP_198,Hard,Daily,5,5,1
EMP_190,EMP_161,Soft,Weekly,5,3,1
EMP_191,EMP_126,Hard,Weekly,3,4,1
EMP_191,EMP_234,Hard,Monthly,4,3,2
EMP_191,EMP_197,Soft,Weekly,3,5,1
EMP_191,EMP_175,Soft,Monthly,2,3,2
EMP_192,EMP_198,Hard,Weekly,4,3,1
EMP_192,EMP_154,Hard,Weekly,5,4,2
EMP_192,EMP_141,Hard,Weekly,5,5,3
EMP_192,EMP_105,Soft,Monthly,4,2,1
EMP_192,EMP_281,Soft,Weekly,3,3,2
EMP_193,EMP_159,Hard,Daily,5,5,1
EMP_193,EMP_232,Soft,Weekly,5,3,1
EMP_193,EMP_118,Soft,Weekly,3,5,2
EMP_193,EMP_147,Soft,Weekly,4,5,3
EMP_194,EMP_231,Soft,Monthly,1,3,1
EMP_195,EMP_068,Hard,Monthly,2,2,1
EMP_195,EMP_156,Soft,Weekly,4,5,1
EMP_195,EMP_159,Soft,Monthly,3,2,2
EMP_195,EMP_033,Soft,Weekly,4,4,3
EMP_196,EMP_126,Hard,Rarely,2,2,1
EMP_196,EMP_259,Soft,Daily,4,5,1
EMP_196,EMP_160,Soft,Weekly,3,5,2
EMP_196,EMP_090,Soft,Daily,5,5,3
EMP_197,EMP_068,Hard,Daily,5,4,1
EMP_197,EMP_156,Soft,Weekly,3,5,1
EMP_197,EMP_020,Soft,Daily,5,5,2
EMP_198,EMP_166,Hard,Weekly,3,4,1
EMP_198,EMP_261,Hard,Daily,4,5,2
EMP_198,EMP_232,Soft,Monthly,3,4,1
EMP_199,EMP_120,Hard,Monthly,3,2,1
EMP_199,EMP_267,Soft,Monthly,4,3,1
EMP_199,EMP_078,Soft,Monthly,4,4,2
EMP_200,EMP_290,Hard,Monthly,3,2,1
EMP_202,EMP_198,Hard,Weekly,3,3,1
EMP_202,EMP_108,Soft,Daily,5,5,1
EMP_202,EMP_183,Soft,Weekly,3,4,2
EMP_203,EMP_198,Hard,Monthly,2,3,1
EMP_203,EMP_202,Soft,Weekly,5,5,1
EMP_203,EMP_084,Soft,Rarely,2,3,2
EMP_205,EMP_126,Hard,Daily,5,4,1
EMP_205,EMP_164,Soft,Weekly,4,4,1
EMP_206,EMP_218,Hard,Weekly,5,4,1
EMP_206,EMP_270,Hard,Weekly,4,5,2
EMP_206,EMP_298,Soft,Monthly,2,4,1
EMP_206,EMP_088,Soft,Daily,5,4,2
EMP_207,EMP_083,Hard,Rarely,2,2,1
EMP_207,EMP_196,Soft,Daily,5,5,1
EMP_207,EMP_018,Soft,Daily,5,5,2
EMP_207,EMP_088,Soft,Daily,4,5,3
EMP_208,EMP_166,Hard,Weekly,5,5,1
EMP_208,EMP_144,Soft,Monthly,3,2,1
EMP_208,EMP_176,Soft,Weekly,3,5,2
EMP_209,EMP_219,Hard,Weekly,4,3,1
EMP_209,EMP_057,Hard,Weekly,5,4,2
EMP_209,EMP_161,Soft,Rarely,2,2,1
EMP_209,EMP_146,Soft,Weekly,4,3,2
EMP_210,EMP_176,Soft,Monthly,2,5,1
EMP_210,EMP_251,Soft,Weekly,4,5,2
EMP_210,EMP_211,Soft,Weekly,3,5,3
EMP_211,EMP_247,Hard,Weekly,4,3,1
EMP_211,EMP_165,Hard,Monthly,3,4,2
EMP_211,EMP_146,Hard,Weekly,4,5,3
EMP_211,EMP_285,Soft,Rarely,2,2,1
EMP_211,EMP_134,Soft,Weekly,4,4,2
EMP_211,EMP_278,Soft,Monthly,4,3,3
EMP_212,EMP_126,Hard,Weekly,5,3,1
EMP_212,EMP_259,Soft,Weekly,3,4,1
EMP_212,EMP_108,Soft,Daily,5,4,2
EMP_212,EMP_128,Soft,Daily,5,4,3
EMP_213,EMP_297,Hard,Rarely,1,3,1
EMP_214,EMP_198,Hard,Monthly,3,3,1
EMP_214,EMP_162,Hard,Weekly,5,5,2
EMP_214,EMP_210,Soft,Weekly,4,3,1
EMP_214,EMP_080,Soft,Monthly,3,2,2
EMP_214,EMP_203,Soft,Daily,4,5,3
EMP_215,EMP_166,Hard,Daily,5,5,1
EMP_215,EMP_298,Soft,Weekly,3,5,1
EMP_215,EMP_008,Soft,Rarely,2,2,2
EMP_215,EMP_264,Soft,Monthly,3,3,3
EMP_216,EMP_071,Hard,Rarely,2,1,1
EMP_217,EMP_126,Hard,Monthly,3,4,1
EMP_217,EMP_257,Soft,Weekly,3,3,1
EMP_218,EMP_299,Hard,Daily,5,4,1
EMP_218,EMP_210,Soft,Daily,4,5,1
EMP_219,EMP_157,Hard,Weekly,4,3,1
EMP_219,EMP_210,Soft,Daily,4,5,1
EMP_220,EMP_068,Hard,Monthly,3,3,1
EMP_220,EMP_216,Hard,Daily,5,5,2
EMP_220,EMP_114,Soft,Monthly,3,3,1
EMP_220,EMP_212,Soft,Daily,5,4,2
EMP_221,EMP_219,Hard,Daily,5,4,1
EMP_221,EMP_094,Soft,Rarely,1,2,1
EMP_222,EMP_264,Hard,Weekly,4,5,1
EMP_222,EMP_037,Hard,Daily,5,5,2
EMP_222,EMP_006,Hard,Monthly,2,2,3
EMP_222,EMP_202,Soft,Monthly,2,4,1
EMP_222,EMP_261,Soft,Monthly,4,3,2
EMP_223,EMP_198,Hard,Weekly,5,3,1
EMP_223,EMP_071,Hard,Daily,4,5,2
EMP_223,EMP_134,Hard,Monthly,3,4,3
EMP_223,EMP_272,Soft,Weekly,4,4,1
EMP_223,EMP_125,Soft,Monthly,2,2,2
EMP_223,EMP_233,Soft,Rarely,1,2,3
EMP_225,EMP_198,Hard,Monthly,2,4,1
EMP_225,EMP_132,Hard,Daily,5,4,2
EMP_225,EMP_138,Hard,Monthly,4,4,3
EMP_225,EMP_176,Soft,Weekly,4,4,1
EMP_226,EMP_247,Hard,Daily,4,5,1
EMP_226,EMP_188,Hard,Weekly,4,3,2
EMP_226,EMP_081,Hard,Weekly,4,5,3
EMP_226,EMP_232,Soft,Monthly,2,4,1
EMP_226,EMP_288,Soft,Weekly,4,4,2
EMP_228,EMP_218,Hard,Monthly,3,2,1
EMP_228,EMP_287,Soft,Daily,4,5,1
EMP_229,EMP_126,Hard,Weekly,4,4,1
EMP_229,EMP_101,Hard,Weekly,5,3,2
EMP_229,EMP_298,Soft,Weekly,3,3,1
EMP_229,EMP_144,Soft,Rarely,3,2,2
EMP_230,EMP_159,Hard,Weekly,4,3,1
EMP_230,EMP_267,Soft,Weekly,5,5,1
EMP_230,EMP_212,Soft,Weekly,4,5,2
EMP_230,EMP_193,Soft,Weekly,5,5,3
EMP_231,EMP_166,Hard,Weekly,3,5,1
EMP_231,EMP_126,Hard,Monthly,3,2,2
EMP_231,EMP_092,Hard,Rarely,2,1,3
EMP_231,EMP_065,Soft,Daily,5,5,1
EMP_231,EMP_038,Soft,Weekly,4,4,2
EMP_231,EMP_019,Soft,Weekly,3,5,3
EMP_232,EMP_247,Hard,Weekly,5,4,1
EMP_232,EMP_202,Soft,Weekly,4,5,1
EMP_232,EMP_291,Soft,Weekly,5,5,2
EMP_232,EMP_245,Soft,Rarely,3,3,3
EMP_233,EMP_139,Hard,Daily,5,4,1
EMP_233,EMP_136,Hard,Rarely,2,2,2
EMP_233,EMP_211,Soft,Weekly,5,4,1
EMP_234,EMP_166,Hard,Daily,5,5,1
EMP_234,EMP_140,Hard,Monthly,2,4,2
EMP_234,EMP_193,Hard,Monthly,2,2,3
EMP_234,EMP_176,Soft,Rarely,2,3,1
EMP_234,EMP_090,Soft,Daily,5,5,2
EMP_234,EMP_175,Soft,Rarely,1,1,3
EMP_235,EMP_247,Hard,Monthly,3,4,1
EMP_235,EMP_260,Hard,Weekly,4,3,2
EMP_235,EMP_065,Soft,Daily,5,5,1
EMP_235,EMP_210,Soft,Monthly,2,2,2
EMP_235,EMP_197,Soft,Monthly,4,3,3
EMP_236,EMP_225,Hard,Weekly,4,3,1
EMP_236,EMP_186,Soft,Monthly,2,4,1
EMP_236,EMP_028,Soft,Daily,4,4,2
EMP_237,EMP_198,Hard,Weekly,4,4,1
EMP_237,EMP_176,Soft,Weekly,4,4,1
EMP_237,EMP_112,Soft,Monthly,4,3,2
EMP_237,EMP_072,Soft,Rarely,1,2,3
EMP_239,EMP_166,Hard,Weekly,4,5,1
EMP_239,EMP_240,Hard,Monthly,3,3,2
EMP_239,EMP_024,Hard,Rarely,3,2,3
EMP_239,EMP_065,Soft,Rarely,3,2,1
EMP_239,EMP_191,Soft,Weekly,5,5,2
EMP_240,EMP_166,Hard,Weekly,4,4,1
EMP_240,EMP_164,Soft,Daily,5,4,1
EMP_240,EMP_205,Soft,Weekly,4,3,2
EMP_241,EMP_126,Hard,Daily,5,5,1
EMP_241,EMP_193,Soft,Weekly,4,3,1
EMP_241,EMP_183,Soft,Weekly,3,3,2
EMP_241,EMP_278,Soft,Daily,4,5,3
EMP_242,EMP_143,Hard,Daily,5,5,1
EMP_242,EMP_053,Hard,Monthly,4,3,2
EMP_242,EMP_175,Soft,Weekly,4,4,1
EMP_242,EMP_276,Soft,Weekly,4,5,2
EMP_242,EMP_020,Soft,Monthly,2,3,3
EMP_243,EMP_218,Hard,Weekly,4,5,1
EMP_243,EMP_292,Soft,Monthly,3,4,1
EMP_243,EMP_219,Soft,Monthly,3,2,2
EMP_243,EMP_269,Soft,Daily,5,5,3
EMP_244,EMP_271,Hard,Rarely,1,1,1
EMP_244,EMP_278,Hard,Daily,5,4,2
EMP_244,EMP_178,Soft,Weekly,4,3,1
EMP_245,EMP_218,Hard,Daily,5,5,1
EMP_245,EMP_196,Hard,Monthly,3,3,2
EMP_245,EMP_028,Soft,Weekly,3,5,1
EMP_245,EMP_266,Soft,Weekly,4,3,2
EMP_246,EMP_126,Hard,Rarely,1,3,1
EMP_246,EMP_016,Hard,Daily,5,5,2
EMP_246,EMP_259,Soft,Daily,5,5,1
EMP_246,EMP_123,Soft,Rarely,1,2,2
EMP_247,EMP_126,Hard,Weekly,5,3,1
EMP_247,EMP_186,Hard,Weekly,5,3,2
EMP_247,EMP_259,Soft,Daily,5,5,1
EMP_248,EMP_187,Hard,Daily,5,4,1
EMP_248,EMP_010,Hard,Rarely,3,1,2
EMP_248,EMP_247,Soft,Monthly,3,3,1
EMP_249,EMP_219,Hard,Weekly,4,5,1
EMP_249,EMP_248,Hard,Weekly,5,5,2
EMP_249,EMP_065,Soft,Monthly,2,3,1
EMP_250,EMP_159,Hard,Daily,5,4,1
EMP_250,EMP_133,Hard,Rarely,2,2,2
EMP_250,EMP_108,Soft,Daily,5,5,1
EMP_250,EMP_099,Soft,Weekly,4,4,2
EMP_250,EMP_024,Soft,Daily,5,5,3
EMP_251,EMP_218,Hard,Weekly,5,3,1
EMP_251,EMP_164,Hard,Weekly,3,3,2
EMP_251,EMP_144,Hard,Rarely,2,3,3
EMP_251,EMP_145,Soft,Daily,5,5,1
EMP_252,EMP_156,Soft,Weekly,4,4,1
EMP_252,EMP_125,Soft,Weekly,5,5,2
EMP_252,EMP_007,Soft,Weekly,3,4,3
EMP_253,EMP_198,Hard,Weekly,4,4,1
EMP_253,EMP_114,Soft,Rarely,3,3,1
EMP_254,EMP_198,Hard,Monthly,4,3,1
EMP_254,EMP_060,Soft,Weekly,4,4,1
EMP_255,EMP_057,Hard,Weekly,4,3,1
EMP_255,EMP_055,Hard,Weekly,5,5,2
EMP_255,EMP_117,Hard,Monthly,2,4,3
EMP_255,EMP_161,Soft,Daily,5,4,1
EMP_255,EMP_122,Soft,Weekly,4,5,2
EMP_255,EMP_031,Soft,Weekly,5,3,3
EMP_256,EMP_126,Hard,Daily,5,4,1
EMP_256,EMP_077,Hard,Monthly,2,3,2
EMP_256,EMP_280,Hard,Weekly,4,4,3
EMP_256,EMP_285,Soft,Monthly,4,2,1
EMP_256,EMP_274,Soft,Weekly,4,5,2
EMP_257,EMP_109,Hard,Daily,5,5,1
EMP_257,EMP_291,Hard,Monthly,2,4,2
EMP_257,EMP_098,Hard,Daily,5,5,3
EMP_257,EMP_028,Soft,Weekly,4,3,1
EMP_258,EMP_068,Hard,Monthly,4,3,1
EMP_258,EMP_205,Soft,Monthly,2,3,1
EMP_258,EMP_033,Soft,Daily,5,5,2
EMP_258,EMP_263,Soft,Monthly,3,2,3
EMP_259,EMP_198,Hard,Weekly,5,5,1
EMP_259,EMP_298,Soft,Weekly,5,5,1
EMP_259,EMP_014,Soft,Weekly,5,5,2
EMP_259,EMP_288,Soft,Daily,4,5,3
EMP_260,EMP_218,Hard,Monthly,4,2,1
EMP_260,EMP_187,Hard,Daily,5,5,2
EMP_260,EMP_192,Hard,Rarely,2,2,3
EMP_260,EMP_108,Soft,Daily,5,5,1
EMP_260,EMP_105,Soft,Daily,5,4,2
EMP_260,EMP_041,Soft,Monthly,3,3,3
EMP_261,EMP_126,Hard,Daily,5,5,1
EMP_261,EMP_288,Soft,Monthly,4,4,1
EMP_261,EMP_263,Soft,Weekly,4,5,2
EMP_261,EMP_012,Soft,Daily,5,5,3
EMP_262,EMP_126,Hard,Monthly,2,4,1
EMP_262,EMP_062,Soft,Weekly,4,3,1
EMP_262,EMP_047,Soft,Daily,5,5,2
EMP_263,EMP_219,Hard,Monthly,4,2,1
EMP_263,EMP_038,Hard,Daily,4,5,2
EMP_263,EMP_194,Hard,Daily,5,4,3
EMP_263,EMP_294,Soft,Weekly,4,3,1
EMP_263,EMP_069,Soft,Weekly,3,5,2
EMP_263,EMP_097,Soft,Monthly,2,4,3
EMP_264,EMP_166,Hard,Weekly,5,3,1
EMP_264,EMP_251,Hard,Weekly,5,5,2
EMP_264,EMP_296,Hard,Daily,4,5,3
EMP_264,EMP_080,Soft,Monthly,2,2,1
EMP_264,EMP_241,Soft,Rarely,2,1,2
EMP_264,EMP_217,Soft,Monthly,3,2,3
EMP_265,EMP_159,Hard,Rarely,1,3,1
EMP_265,EMP_236,Hard,Daily,5,5,2
EMP_265,EMP_130,Hard,Monthly,2,2,3
EMP_265,EMP_080,Soft,Rarely,3,3,1
EMP_265,EMP_300,Soft,Weekly,4,3,2
EMP_266,EMP_218,Hard,Rarely,2,2,1
EMP_266,EMP_097,Hard,Weekly,4,4,2
EMP_266,EMP_108,Soft,Daily,5,5,1
EMP_267,EMP_247,Hard,Weekly,5,4,1
EMP_267,EMP_252,Soft,Daily,5,5,1
EMP_267,EMP_017,Soft,Weekly,5,4,2
EMP_267,EMP_154,Soft,Weekly,5,4,3
EMP_268,EMP_126,Hard,Rarely,2,3,1
EMP_268,EMP_221,Soft,Weekly,5,4,1
EMP_268,EMP_113,Soft,Monthly,4,2,2
EMP_268,EMP_068,Soft,Monthly,4,3,3
EMP_269,EMP_218,Hard,Daily,5,4,1
EMP_269,EMP_173,Soft,Weekly,5,5,1
EMP_270,EMP_159,Hard,Rarely,2,3,1
EMP_270,EMP_271,Hard,Daily,5,5,2
EMP_270,EMP_053,Soft,Daily,5,4,1
EMP_270,EMP_229,Soft,Weekly,4,3,2
EMP_271,EMP_097,Hard,Rarely,1,2,1
EMP_272,EMP_068,Hard,Monthly,2,2,1
EMP_272,EMP_114,Soft,Daily,5,5,1
EMP_272,EMP_084,Soft,Weekly,5,4,2
EMP_272,EMP_094,Soft,Weekly,3,5,3
EMP_273,EMP_198,Hard,Weekly,3,3,1
EMP_273,EMP_047,Hard,Rarely,2,3,2
EMP_273,EMP_078,Hard,Daily,4,4,3
EMP_273,EMP_161,Soft,Rarely,2,2,1
EMP_274,EMP_198,Hard,Monthly,3,3,1
EMP_274,EMP_173,Hard,Monthly,2,4,2
EMP_274,EMP_230,Soft,Weekly,5,5,1
EMP_275,EMP_121,Hard,Daily,5,5,1
EMP_275,EMP_173,Soft,Weekly,4,4,1
EMP_275,EMP_171,Soft,Weekly,3,5,2
EMP_276,EMP_166,Hard,Monthly,3,4,1
EMP_276,EMP_207,Soft,Weekly,4,5,1
EMP_278,EMP_219,Hard,Daily,5,5,1
EMP_278,EMP_003,Hard,Weekly,4,4,2
EMP_278,EMP_068,Hard,Weekly,4,5,3
EMP_278,EMP_197,Soft,Rarely,1,2,1
EMP_278,EMP_121,Soft,Weekly,5,3,2
EMP_279,EMP_219,Hard,Rarely,3,3,1
EMP_279,EMP_166,Hard,Weekly,4,5,2
EMP_279,EMP_080,Soft,Monthly,4,4,1
EMP_279,EMP_211,Soft,Rarely,3,1,2
EMP_279,EMP_231,Soft,Weekly,5,5,3
EMP_280,EMP_198,Hard,Daily,4,4,1
EMP_280,EMP_285,Hard,Rarely,3,1,2
EMP_280,EMP_266,Soft,Rarely,2,3,1
EMP_281,EMP_184,Hard,Rarely,2,1,1
EMP_281,EMP_293,Hard,Monthly,2,2,2
EMP_281,EMP_185,Hard,Rarely,1,2,3
EMP_281,EMP_210,Soft,Daily,5,4,1
EMP_281,EMP_037,Soft,Weekly,5,4,2
EMP_282,EMP_174,Soft,Monthly,2,3,1
EMP_284,EMP_159,Hard,Monthly,4,4,1
EMP_284,EMP_252,Soft,Monthly,2,4,1
EMP_284,EMP_114,Soft,Weekly,3,3,2
EMP_285,EMP_159,Hard,Weekly,3,5,1
EMP_285,EMP_172,Hard,Weekly,4,3,2
EMP_285,EMP_166,Hard,Weekly,5,5,3
EMP_285,EMP_210,Soft,Daily,5,4,1
EMP_285,EMP_183,Soft,Weekly,4,3,2
EMP_286,EMP_219,Hard,Rarely,3,3,1
EMP_286,EMP_223,Soft,Rarely,2,3,1
EMP_286,EMP_138,Soft,Daily,5,5,2
EMP_286,EMP_204,Soft,Rarely,2,2,3
EMP_288,EMP_021,Hard,Weekly,4,4,1
EMP_288,EMP_288,Soft,Daily,4,5,1
EMP_288,EMP_252,Soft,Monthly,2,3,2
EMP_288,EMP_260,Soft,Weekly,3,5,3
EMP_289,EMP_159,Hard,Monthly,2,3,1
EMP_289,EMP_105,Soft,Monthly,4,4,1
EMP_289,EMP_271,Soft,Rarely,3,2,2
EMP_290,EMP_214,Hard,Rarely,3,2,1
EMP_290,EMP_003,Hard,Weekly,4,4,2
EMP_290,EMP_196,Soft,Weekly,4,5,1
EMP_290,EMP_287,Soft,Daily,5,5,2
EMP_291,EMP_128,Hard,Weekly,3,4,1
EMP_291,EMP_074,Hard,Monthly,2,4,2
EMP_291,EMP_275,Hard,Rarely,3,3,3
EMP_291,EMP_100,Soft,Weekly,4,4,1
EMP_291,EMP_214,Soft,Rarely,2,1,2
EMP_292,EMP_064,Hard,Weekly,4,5,1
EMP_292,EMP_092,Soft,Weekly,4,5,1
EMP_292,EMP_097,Soft,Monthly,2,4,2
EMP_292,EMP_024,Soft,Weekly,3,4,3
EMP_293,EMP_159,Hard,Weekly,5,3,1
EMP_293,EMP_156,Soft,Daily,5,4,1
EMP_295,EMP_068,Hard,Monthly,2,2,1
EMP_295,EMP_094,Hard,Weekly,4,3,2
EMP_295,EMP_298,Soft,Weekly,5,5,1
EMP_295,EMP_162,Soft,Rarely,2,1,2
EMP_296,EMP_152,Hard,Weekly,4,3,1
EMP_296,EMP_203,Soft,Weekly,5,5,1
EMP_296,EMP_178,Soft,Weekly,3,3,2
EMP_296,EMP_284,Soft,Daily,5,5,3
EMP_297,EMP_166,Hard,Daily,4,5,1
EMP_297,EMP_164,Soft,Monthly,4,3,1
EMP_297,EMP_024,Soft,Weekly,4,3,2
EMP_297,EMP_032,Soft,Weekly,4,3,3
EMP_298,EMP_068,Hard,Weekly,4,3,1
EMP_298,EMP_207,Soft,Daily,5,5,1
EMP_298,EMP_183,Soft,Weekly,4,4,2
EMP_299,EMP_198,Hard,Monthly,3,3,1
EMP_299,EMP_293,Hard,Weekly,5,3,2
EMP_299,EMP_193,Hard,Monthly,2,3,3
EMP_299,EMP_189,Soft,Daily,5,5,1
EMP_299,EMP_203,Soft,Weekly,4,4,2
EMP_300,EMP_166,Hard,Weekly,4,4,1
